roc_auc,pr_auc,balanced_accuracy,sensitivity,specificity,f1,brier,n_test,positive_rate,threshold,fold,panel_size,target,model,n_genes,n_sig
0.7432249322493225,0.7428406883734214,0.690379403794038,0.6585365853658537,0.7222222222222222,0.6813880126182965,0.20550476011951258,326,0.5030674846625767,0.533,4,20,cin,random_forest,1,19
0.7471770551038844,0.7517774521794618,0.6656880457693466,0.6585365853658537,0.6728395061728395,0.6646153846153846,0.20352675208816676,326,0.5030674846625767,0.51,4,30,cin,random_forest,1,29
0.7768966033218616,0.7854789779514642,0.6754825677091127,0.558282208588957,0.7926829268292683,0.6319444444444444,0.20024604281345568,327,0.4984709480122324,0.54,0,all,loh,random_forest,1368,96
0.7428737094119406,0.7479521278365464,0.6821599581026485,0.7484662576687117,0.6158536585365854,0.7011494252873564,0.20549330390967585,327,0.4984709480122324,0.445,0,10,loh,random_forest,1,9
0.7488777495136916,0.7676854327304687,0.6818045787819842,0.6319018404907976,0.7317073170731707,0.6645161290322581,0.20266477390977475,327,0.4984709480122324,0.516,0,20,loh,random_forest,1,19
0.7504489001945234,0.7717061194489399,0.6546835253628609,0.7361963190184049,0.573170731707317,0.6798866855524079,0.20205054127112407,327,0.4984709480122324,0.437,0,30,loh,random_forest,1,29
0.7467913734050963,0.7757437246820876,0.696319018404908,0.6748466257668712,0.7177914110429447,0.6896551724137931,0.2040495337423313,326,0.5,0.502,1,all,loh,random_forest,1404,96
0.7501975987052578,0.7791737218720616,0.6993865030674846,0.6687116564417178,0.7300613496932515,0.689873417721519,0.20216342803342313,326,0.5,0.498,1,10,loh,random_forest,1,9
0.7421054612518349,0.7710472743640788,0.6871165644171779,0.6932515337423313,0.6809815950920245,0.6890243902439024,0.20388547075369512,326,0.5,0.483,1,20,loh,random_forest,1,19
0.7451917648387217,0.7753054879579978,0.6840490797546013,0.6503067484662577,0.7177914110429447,0.6730158730158731,0.20287244264926135,326,0.5,0.5,1,30,loh,random_forest,1,29
