ModelID,UMAP1,UMAP2,wgd,cin,loh
ACH-000728,6.874613,9.4304085,0,0,0
ACH-000730,5.8729477,9.8746805,1,1,0
ACH-000732,6.2352543,6.444,0,0,0
ACH-000733,5.032589,8.04431,1,1,1
ACH-000734,2.6249902,7.97539,1,1,0
ACH-000735,2.4088972,7.059541,0,0,1
ACH-000736,1.7732567,9.961243,0,0,1
ACH-000738,3.7877767,10.25271,1,1,1
ACH-000740,1.914504,5.8433585,1,1,1
ACH-000741,3.3333185,5.292336,1,1,1
ACH-000743,4.6467204,6.4008207,1,0,0
ACH-000744,4.1936693,4.9608936,1,1,1
ACH-000745,8.339816,8.538824,0,0,0
ACH-000747,1.7381082,6.4860687,1,1,1
ACH-000749,3.4604902,8.130861,1,1,1
ACH-000750,5.008117,10.975142,1,0,0
ACH-000751,5.3439875,6.1790395,1,0,0
ACH-000752,5.0948157,6.3532896,1,1,1
ACH-000753,3.3359334,9.532333,1,1,1
ACH-000754,7.451568,4.248602,1,1,1
ACH-000755,8.121215,3.693354,1,0,0
ACH-000756,3.2381134,9.403487,1,1,1
ACH-000757,8.01541,10.423191,1,1,1
ACH-000758,3.355012,7.063382,1,1,1
ACH-000759,8.038786,3.8922837,1,1,0
ACH-000761,3.61582,5.5570874,1,1,1
ACH-000762,3.4042048,11.509068,1,1,1
ACH-000763,0.5885323,11.096867,0,0,0
ACH-000765,1.0248026,6.6827135,1,1,1
ACH-000766,8.252311,2.6897624,1,1,1
ACH-000767,4.7789016,6.4162793,1,1,1
ACH-000768,2.3210363,10.246568,1,0,1
ACH-000769,1.1604533,6.054795,1,1,1
ACH-000770,3.2670596,8.519994,0,0,0
ACH-000771,1.978,6.129364,0,0,0
ACH-000772,-14.243763,4.823022,0,0,0
ACH-000773,3.8158112,4.4915066,1,1,0
ACH-000775,0.7681043,9.560171,1,1,1
ACH-000777,2.220694,5.871409,1,1,1
ACH-000778,1.896238,6.6445804,1,1,1
ACH-000779,3.3973439,5.327933,1,1,1
ACH-000781,3.9242043,5.9993114,1,1,1
ACH-000782,1.5291263,6.426691,0,0,0
ACH-000783,3.010176,8.6924515,1,0,0
ACH-000784,4.025635,8.100391,1,1,1
ACH-000787,3.2464654,5.386119,1,1,1
ACH-000789,4.7343225,5.4570484,1,1,1
ACH-000794,5.904451,5.175481,0,0,1
ACH-000795,5.8686666,7.385123,0,0,0
ACH-000796,0.55733466,6.7108455,1,1,0
ACH-000797,8.579616,8.965879,0,0,0
ACH-000798,-0.1214466,10.112047,0,0,0
ACH-000799,5.540778,10.882878,1,1,1
ACH-000800,3.8531635,7.531865,1,1,1
ACH-000801,0.5903074,7.155485,1,0,0
ACH-000802,5.8384066,7.58847,1,1,1
ACH-000803,3.224518,7.049252,1,1,1
ACH-000804,5.073788,11.180973,1,1,0
ACH-000805,5.476116,10.835723,1,0,0
ACH-000806,7.6242776,4.2004447,1,0,0
ACH-000808,5.170861,4.5502024,1,0,1
ACH-000809,1.0761423,10.88675,1,1,1
ACH-000810,0.95024097,6.5204616,1,1,0
ACH-000812,0.87699646,7.198522,1,0,1
ACH-000813,0.73915184,9.977156,0,0,0
ACH-000814,5.6597257,9.879528,1,0,0
ACH-000815,8.768638,8.552289,1,1,1
ACH-000817,0.4582842,10.036915,1,1,1
ACH-000818,4.2311273,4.10063,1,1,0
ACH-000819,3.3247514,4.533785,1,1,1
ACH-000820,-0.12273728,9.938315,1,0,1
ACH-000821,4.9971204,5.4073744,1,1,1
ACH-000823,8.678663,-1.0431348,1,1,1
ACH-000824,1.3552018,6.663129,1,1,1
ACH-000825,5.2593384,7.9626684,1,1,1
ACH-000826,1.0689423,6.5560813,1,1,1
ACH-000827,5.443062,10.586425,1,0,0
ACH-000828,-0.042034946,7.108239,1,0,0
ACH-000829,5.671069,6.9655514,0,0,0
ACH-000831,0.5811651,10.96209,1,1,1
ACH-000833,3.2147453,6.7540483,1,1,0
ACH-000834,7.1169477,4.2656894,1,0,0
ACH-000835,2.0010772,6.8233314,1,0,0
ACH-000836,4.293553,6.295416,1,0,1
ACH-000837,4.295692,7.1295333,1,0,1
ACH-000839,1.7082889,6.9619126,1,0,0
ACH-000840,3.954622,6.3482914,1,1,1
ACH-000841,5.2262297,7.7357736,1,1,1
ACH-000842,-0.20727138,9.913163,1,1,1
ACH-000843,1.2732298,6.022801,1,1,1
ACH-000844,3.4482296,8.053407,1,1,1
ACH-000845,0.7543733,9.182571,1,1,1
ACH-000848,3.2142837,11.316781,1,1,1
ACH-000849,3.6107879,8.439334,1,1,1
ACH-000853,1.547747,6.3375177,1,1,1
ACH-000855,2.7219474,10.712167,1,0,0
ACH-000857,4.940293,5.840411,1,1,1
ACH-000858,3.22441,5.432573,1,1,1
ACH-000859,5.2833495,4.468396,1,1,0
ACH-000860,1.3262326,8.944078,1,1,0
ACH-000861,1.6345181,10.787717,1,1,1
ACH-000862,3.0075834,8.57241,1,1,1
ACH-000863,6.0539727,10.104169,1,1,0
ACH-000864,2.5726168,8.173227,0,0,0
ACH-000865,4.5305095,7.3106275,1,1,1
ACH-000867,3.5629044,5.960226,1,1,1
ACH-000868,4.0977335,6.2745786,1,1,1
ACH-000869,2.7614675,6.5638785,1,1,1
ACH-000870,3.9652817,6.328009,1,0,1
ACH-000871,2.4234352,5.7367516,1,1,1
ACH-000872,1.6589904,6.570039,1,1,1
ACH-000873,2.6595113,7.01608,1,1,1
ACH-000874,7.678488,7.973373,0,0,0
ACH-000875,0.34343082,10.078608,1,1,1
ACH-000876,3.0116324,8.663869,1,1,1
ACH-000877,4.214222,7.766432,0,0,0
ACH-000878,3.5305922,4.9183807,0,0,1
ACH-000880,0.24216259,7.493064,0,0,0
ACH-000881,6.923903,8.816684,0,0,1
ACH-000882,5.6770954,10.105547,1,0,0
ACH-000883,2.7970204,8.985738,1,1,0
ACH-000884,1.9439933,6.709298,1,1,1
ACH-000886,1.9793338,10.598784,1,1,1
ACH-000887,3.5222585,6.9755263,1,1,1
ACH-000888,4.3087387,7.5077477,1,1,0
ACH-000890,3.8338284,7.2699556,1,1,1
ACH-000891,3.8150666,6.207317,1,1,1
ACH-000892,5.9029155,3.74525,1,1,0
ACH-000893,3.769434,7.38367,1,1,1
ACH-000894,4.2305093,7.8330145,1,1,1
ACH-000895,5.018502,5.1939588,0,0,0
ACH-000896,3.3995533,9.152336,1,1,1
ACH-000897,2.4878945,8.528266,1,1,1
ACH-000898,6.449258,7.271607,0,0,0
ACH-000899,5.4314075,10.834939,0,1,1
ACH-000902,3.0374954,8.629629,0,0,0
ACH-000903,2.6465988,8.9907465,1,0,1
ACH-000905,4.068582,7.65219,1,0,0
ACH-000907,4.44988,7.055951,1,0,0
ACH-000908,1.5375718,4.0301065,0,0,0
ACH-000909,1.6451713,4.2860045,0,0,0
ACH-000911,2.0463402,4.7304735,1,0,1
ACH-000912,1.7018201,6.695013,0,0,1
ACH-000914,4.28831,5.6191998,0,0,0
ACH-000915,1.2293577,6.941717,1,1,0
ACH-000916,1.8290445,6.4701896,1,0,1
ACH-000917,3.2906678,7.9282,1,1,1
ACH-000918,2.8898773,5.86529,0,0,0
ACH-000921,2.2221205,7.8376274,1,1,1
ACH-000922,5.7805457,8.8454,0,0,0
ACH-000924,2.1365476,4.6672444,1,1,1
ACH-000925,1.5378097,4.2097797,0,0,0
ACH-000927,4.9500327,4.4400687,1,1,1
ACH-000929,3.0013778,6.3847976,1,1,1
ACH-000930,2.440023,7.7393694,1,1,1
ACH-000933,1.5624918,4.8029313,0,0,0
ACH-000938,6.947727,10.435053,0,0,0
ACH-000941,1.8161007,4.826172,1,0,0
ACH-000942,4.9276223,8.28672,0,0,0
ACH-000943,1.6331698,4.1046834,1,0,0
ACH-000944,4.4336886,7.765482,0,0,0
ACH-000945,0.09455171,10.728799,1,1,0
ACH-000946,1.7559134,4.225602,0,0,0
ACH-000949,1.6038817,3.9725726,0,0,0
ACH-000951,2.2568831,5.0506177,1,1,1
ACH-000952,1.6084081,4.2869415,0,0,0
ACH-000953,3.7230191,6.662823,0,0,0
ACH-000957,1.5855693,4.017343,0,0,0
ACH-000959,1.5473794,4.2164974,0,0,0
ACH-000960,1.6810626,4.5702534,0,0,0
ACH-000962,1.7756556,4.1325364,1,0,0
ACH-000963,1.9087526,4.2306213,1,0,0
ACH-000964,3.4265819,7.7805467,0,0,0
ACH-000968,4.384799,10.245826,1,1,0
ACH-000972,1.4958876,4.1666493,0,0,0
ACH-000973,2.1616652,7.3984632,0,1,1
ACH-000975,3.0556948,6.0925107,1,1,0
ACH-000976,-0.33590576,10.026019,1,1,1
ACH-000977,1.4728073,3.8661525,0,0,0
ACH-000978,1.7968539,3.9896386,1,0,0
ACH-000979,1.8419963,6.7880106,1,0,1
ACH-000980,2.0814607,8.5756,1,0,1
ACH-000983,2.3273742,4.4064736,0,0,0
ACH-000984,1.7949255,4.024856,1,1,0
ACH-000985,1.6979902,3.9200752,1,0,0
ACH-000987,2.1456974,5.4344163,0,0,0
ACH-000988,1.7954675,4.088145,0,0,0
ACH-000990,1.8332217,4.099493,1,0,0
ACH-000991,1.7868426,3.9979112,0,0,0
ACH-000993,1.6446065,3.9136965,0,0,0
ACH-000994,1.6227977,3.9608595,1,0,0
ACH-000995,1.6883972,4.0269876,0,0,0
ACH-000997,1.9389219,4.290462,0,0,0
ACH-000998,1.661112,3.9080992,0,0,0
ACH-001001,-0.1728244,10.887864,1,1,1
ACH-001002,4.8276176,8.783672,1,1,1
ACH-001016,7.0736275,4.9991565,1,1,0
ACH-001020,7.796036,8.329683,0,0,0
ACH-001021,4.6401896,10.524481,0,0,0
ACH-001023,3.3868208,7.4517565,1,1,1
ACH-001024,1.4020846,6.3312707,1,1,0
ACH-001029,8.217817,2.7140317,1,0,1
ACH-001030,4.463792,6.1130795,0,0,0
ACH-001031,7.6542506,4.499233,0,0,0
ACH-001032,4.2164116,5.0992546,1,0,1
ACH-001035,3.6027339,5.399922,1,0,0
ACH-001036,6.0123315,9.088196,1,1,0
ACH-001038,3.9133463,4.0867906,1,0,1
ACH-001039,4.7010794,9.381932,1,0,0
ACH-001041,2.9783094,5.5536594,1,1,1
ACH-001046,9.900541,7.831839,1,0,0
ACH-001048,8.290874,2.8373384,1,1,1
ACH-001049,0.958077,6.3582,0,0,0
ACH-001050,7.793897,3.869138,1,1,0
ACH-001053,3.3116488,11.49266,1,1,0
ACH-001054,4.6250854,10.203126,1,0,0
ACH-001057,4.5529685,10.084277,0,0,0
ACH-001059,8.071619,3.627157,0,0,0
ACH-001060,4.014439,6.9352226,1,1,0
ACH-001064,4.24864,7.334282,1,1,0
ACH-001065,3.4057636,8.449704,1,1,1
ACH-001066,3.5415902,4.0892944,0,1,0
ACH-001075,7.743007,4.4138846,0,0,0
ACH-001081,1.8175219,3.8811357,0,0,0
ACH-001085,7.787877,8.295265,1,0,1
ACH-001086,6.3894567,6.255284,1,1,0
ACH-001089,8.854138,-0.75151175,1,1,1
ACH-001093,-14.674398,4.6975794,0,0,0
ACH-001096,-0.1150146,7.0436263,0,0,0
ACH-001097,6.9353466,8.346397,0,0,1
ACH-001098,0.7229466,8.51034,1,0,1
ACH-001099,-14.261603,4.9571753,0,0,0
ACH-001100,0.11235585,10.900348,0,0,0
ACH-001106,0.45001155,10.500372,0,0,0
ACH-001107,-0.1281109,10.642023,1,1,1
ACH-001111,3.9760292,4.2505517,1,0,0
ACH-001119,7.4553676,6.325692,0,0,0
ACH-001125,5.050421,5.5356803,1,1,1
ACH-001126,2.5320008,8.442638,1,1,0
ACH-001127,3.1728487,7.6679735,1,0,0
ACH-001128,-14.215797,4.636939,0,0,0
ACH-001130,4.796367,7.8000565,0,0,0
ACH-001132,5.5959044,6.7429647,1,0,0
ACH-001134,4.0302367,11.109074,0,0,0
ACH-001136,8.462931,-0.57269037,1,1,1
ACH-001137,5.7197356,5.50241,1,1,1
ACH-001138,4.3544464,6.5409,1,1,1
ACH-001145,1.7944295,4.1269755,1,0,0
ACH-001147,3.6942225,7.12189,0,0,1
ACH-001148,7.568481,6.0780983,1,0,0
ACH-001151,0.81360555,11.058012,1,1,1
ACH-001162,3.2826223,6.610927,0,0,0
ACH-001163,8.839183,-0.97770745,0,0,0
ACH-001164,7.7322545,8.318697,0,0,0
ACH-001172,2.9786108,9.716924,1,1,1
ACH-001182,-14.612619,4.7749987,0,0,0
ACH-001183,3.2106464,11.128615,0,0,0
ACH-001192,8.564498,-1.027827,1,1,1
ACH-001193,4.526643,6.6861672,1,1,1
ACH-001194,5.2171135,4.4373875,0,0,0
ACH-001196,8.283097,2.702457,1,1,1
ACH-001197,4.650945,7.2870355,0,0,0
ACH-001200,7.8717923,7.613061,1,0,0
ACH-001201,4.7140093,7.2442393,0,0,0
ACH-001203,5.6374846,4.9562254,0,0,1
ACH-001205,6.9058027,4.9312816,0,0,0
ACH-001206,8.62275,-0.8778112,1,0,0
ACH-001208,5.1672535,5.216142,1,1,1
ACH-001209,7.0886,7.51225,0,0,0
ACH-001210,-14.694741,4.821868,0,0,0
ACH-001211,7.7052045,6.518261,0,0,0
ACH-001227,3.368232,9.040462,1,1,1
ACH-001228,3.3806999,9.110312,1,1,1
ACH-001229,-14.446221,5.2042785,0,0,0
ACH-001232,3.2419128,11.04337,0,1,1
ACH-001233,5.4397397,5.974277,1,1,1
ACH-001239,5.0491886,10.027993,1,1,0
ACH-001270,7.0339875,5.328152,1,1,1
ACH-001275,7.1526566,7.0072966,0,0,0
ACH-001277,2.9055464,11.002519,1,0,0
ACH-001278,7.7869015,6.9353604,0,0,0
ACH-001279,7.557193,6.9288144,0,0,0
ACH-001280,3.167105,7.408203,1,0,0
ACH-001282,-14.526691,5.0133433,0,0,0
ACH-001283,8.27585,2.696816,0,0,0
ACH-001289,8.1775875,10.561747,0,0,0
ACH-001295,6.053463,5.3735948,0,0,0
ACH-001300,7.39,6.1764636,0,0,0
ACH-001301,4.421283,11.252954,0,0,0
ACH-001302,4.433002,9.197794,0,0,0
ACH-001303,9.999383,7.858242,0,0,0
ACH-001306,3.3038151,10.667215,1,1,0
ACH-001307,3.409458,10.765194,1,1,1
ACH-001310,6.4429765,9.166939,0,0,0
ACH-001318,1.920861,7.000931,1,0,1
ACH-001321,7.4001913,9.266111,0,0,0
ACH-001322,7.8295984,8.353616,0,0,0
ACH-001328,4.084432,4.454756,1,1,0
ACH-001329,4.6367407,11.489967,0,0,0
ACH-001331,5.735648,3.449318,0,0,0
ACH-001332,4.800646,6.125152,1,1,1
ACH-001333,1.6547955,4.32343,0,0,0
ACH-001334,7.2633333,9.959831,0,0,1
ACH-001335,7.298842,9.964547,0,0,0
ACH-001336,5.7627044,3.9596558,1,1,1
ACH-001340,3.8998723,5.2925777,1,0,1
ACH-001341,6.5859647,5.536214,1,1,1
ACH-001345,1.5596291,4.117947,0,0,0
ACH-001346,0.81361914,6.4898615,1,0,1
ACH-001347,1.1765143,6.702178,1,1,0
ACH-001349,5.7858987,8.7557125,0,0,0
ACH-001350,0.91791236,6.9330916,1,1,0
ACH-001353,1.6207993,11.006459,1,1,0
ACH-001355,0.28415197,10.491427,0,0,0
ACH-001356,5.763371,7.6073503,1,0,1
ACH-001358,4.432656,8.226043,1,1,1
ACH-001359,0.3585083,6.693644,1,1,1
ACH-001360,3.797139,4.456098,1,0,1
ACH-001362,2.8515816,9.130948,1,1,1
ACH-001363,1.5911341,6.596367,1,1,1
ACH-001364,3.5824602,6.800358,1,0,1
ACH-001365,3.3570051,4.7013144,1,1,1
ACH-001366,4.7871747,4.5777755,0,0,0
ACH-001367,4.092178,4.491987,1,1,0
ACH-001369,1.8104892,4.3438997,0,0,0
ACH-001373,3.90209,5.7074666,1,1,0
ACH-001374,7.903932,9.848051,0,0,0
ACH-001375,0.15885507,10.840526,1,1,1
ACH-001376,0.20919928,11.045198,1,0,0
ACH-001379,0.21289425,10.525441,0,1,0
ACH-001380,4.2458143,7.587138,1,1,1
ACH-001382,0.47516206,9.486281,1,0,0
ACH-001383,7.395056,10.636598,0,0,0
ACH-001384,8.325257,2.7798645,1,1,1
ACH-001385,7.3391967,9.949019,0,0,0
ACH-001386,3.7943413,6.7191753,1,0,0
ACH-001388,5.666144,3.5193262,0,0,0
ACH-001389,8.649594,-0.6438776,1,1,1
ACH-001390,5.448844,7.9776716,1,1,1
ACH-001391,5.115497,11.036131,0,0,0
ACH-001392,5.4855394,4.3089805,1,1,1
ACH-001394,0.8988965,10.158821,1,1,1
ACH-001396,2.3840404,6.2761536,1,1,1
ACH-001398,4.996418,7.4795413,1,0,1
ACH-001399,-0.013158669,9.5611515,1,1,0
ACH-001401,3.2961044,6.5558615,1,1,1
ACH-001402,7.118151,10.100175,1,1,0
ACH-001403,4.6211877,6.0221334,1,1,1
ACH-001409,4.1207013,10.2663965,1,1,1
ACH-001410,2.8258998,5.9192233,1,1,1
ACH-001411,5.1818094,4.2273197,1,1,0
ACH-001412,3.630216,10.970807,1,1,1
ACH-001413,4.8415537,10.242099,1,1,1
ACH-001415,3.3381283,9.381874,1,1,1
ACH-001416,2.2483935,8.168249,1,1,1
ACH-001417,2.6705508,5.683477,1,1,1
ACH-001419,8.545428,-0.7907357,1,1,1
ACH-001421,8.848661,7.750709,0,0,0
ACH-001422,7.85409,7.0540853,0,0,1
ACH-001423,8.150505,10.409374,0,0,0
ACH-001427,-14.47376,4.781974,0,0,0
ACH-001428,8.470318,-0.5188203,1,0,1
ACH-001430,-14.087452,4.995661,0,0,0
ACH-001431,-14.455096,4.670518,0,0,0
ACH-001433,7.113245,6.3164797,1,0,0
ACH-001435,-14.642813,5.083205,1,1,1
ACH-001436,9.892956,7.7675624,1,1,1
ACH-001437,6.142885,4.8523054,1,1,0
ACH-001440,7.480525,6.260211,1,1,1
ACH-001441,7.068768,6.775477,1,0,0
ACH-001442,5.1798964,4.3590393,0,0,0
ACH-001447,2.9856,7.5759664,0,0,0
ACH-001449,-14.3243885,4.586179,0,0,0
ACH-001450,4.2652907,6.2416277,0,0,0
ACH-001451,-14.446539,4.9565687,0,0,1
ACH-001452,6.558151,9.650002,0,0,0
ACH-001453,-14.294163,4.958242,1,0,0
ACH-001454,7.7192826,10.772169,1,1,1
ACH-001456,0.021053024,9.936984,1,1,0
ACH-001458,3.6104257,5.9840913,1,0,1
ACH-001459,-0.043241985,9.517498,1,0,1
ACH-001460,0.25917798,9.898776,1,1,0
ACH-001461,9.98718,7.81978,0,1,0
ACH-001465,7.9038277,3.809831,0,0,0
ACH-001481,8.673619,-0.49118882,1,1,0
ACH-001484,7.2505465,8.133743,0,0,0
ACH-001485,8.103012,10.260415,1,0,0
ACH-001489,3.0211127,8.11834,1,0,1
ACH-001490,4.9591165,5.8810186,0,0,1
ACH-001492,4.8154683,6.8889527,0,0,0
ACH-001493,4.5636444,7.371344,0,0,0
ACH-001494,1.4017322,10.820483,1,0,0
ACH-001495,4.5619354,6.297421,0,1,0
ACH-001496,4.8334184,4.6742325,1,0,1
ACH-001497,2.0354774,5.7585607,1,1,1
ACH-001498,3.7884455,5.291318,0,0,0
ACH-001500,3.8906586,5.4548,0,0,1
ACH-001502,-14.602243,4.8730063,1,1,1
ACH-001508,2.0736132,5.90561,1,1,1
ACH-001509,1.6362166,6.8746786,1,0,0
ACH-001510,3.317462,11.597781,1,0,0
ACH-001511,4.563759,5.8223624,1,1,1
ACH-001513,3.0087917,6.918742,1,1,1
ACH-001515,7.807463,9.722513,1,1,0
ACH-001516,6.6948113,8.387897,0,0,0
ACH-001517,1.8776103,4.7826414,1,1,0
ACH-001519,7.115931,7.342898,0,0,0
ACH-001520,-14.612121,4.939335,0,0,0
ACH-001521,0.8600447,6.621852,1,1,0
ACH-001522,6.0531583,10.174802,1,1,1
ACH-001523,2.1042564,6.744975,1,1,0
ACH-001524,1.6447915,6.99125,1,1,1
ACH-001525,3.9026883,5.3843374,1,1,1
ACH-001528,5.301712,10.471746,0,0,0
ACH-001529,7.61973,6.133424,1,0,0
ACH-001530,6.135563,5.771881,1,0,0
ACH-001532,-14.276431,5.191151,0,0,0
ACH-001536,0.75556433,9.31603,1,1,0
ACH-001539,3.4149284,8.349082,0,0,0
ACH-001540,4.4787855,9.903279,1,0,0
ACH-001541,-0.42395458,10.542145,0,0,1
ACH-001542,3.1323273,11.782765,1,1,1
ACH-001543,3.862591,10.771642,1,1,1
ACH-001544,4.503149,6.4706316,1,1,1
ACH-001547,-14.442245,4.950763,1,0,0
ACH-001549,3.411376,6.9915924,1,0,1
ACH-001550,2.2418554,5.122734,0,0,0
ACH-001551,5.140174,4.541942,1,1,0
ACH-001552,4.010365,7.50763,1,1,0
ACH-001554,8.191677,10.48145,0,0,0
ACH-001555,7.111365,10.668561,1,1,1
ACH-001556,7.668084,10.814416,1,1,1
ACH-001557,-14.504137,4.7195554,1,1,1
ACH-001558,4.6462293,11.491915,1,1,1
ACH-001559,3.8417952,5.945166,1,0,1
ACH-001560,9.8619175,7.7207074,1,1,1
ACH-001561,7.837535,10.269189,1,0,1
ACH-001562,6.469678,6.1716127,0,0,0
ACH-001563,1.0244517,7.444326,1,0,0
ACH-001566,4.561998,9.577153,1,0,1
ACH-001567,5.038641,10.186603,1,1,1
ACH-001568,5.52937,10.775746,1,1,1
ACH-001569,3.6980612,10.520816,0,0,0
ACH-001570,0.6853536,7.2199955,0,0,0
ACH-001574,6.889749,6.651005,0,0,0
ACH-001577,5.748822,8.690232,1,1,0
ACH-001578,3.20894,8.858794,1,1,1
ACH-001591,8.139562,2.7995534,1,1,1
ACH-001598,-14.291111,5.115644,1,1,1
ACH-001599,3.7782469,6.669995,1,1,1
ACH-001603,5.6492066,8.770066,0,0,0
ACH-001605,3.3934345,9.947656,1,1,1
ACH-001606,3.9215233,7.5665207,1,1,1
ACH-001607,2.3017642,10.94832,1,1,1
ACH-001608,3.4064772,11.577938,1,1,1
ACH-001609,3.0071003,10.484129,1,1,1
ACH-001610,2.113872,7.490487,1,1,1
ACH-001611,0.16600363,6.941537,1,1,1
ACH-001613,7.5653,9.625381,0,0,0
ACH-001616,0.42162198,6.7310457,0,0,0
ACH-001617,8.649107,-0.65284336,0,0,0
ACH-001618,5.6048675,8.181745,0,0,0
ACH-001619,3.400392,9.239405,1,1,0
ACH-001622,3.6141953,9.864952,1,0,1
ACH-001624,4.642625,11.640565,1,1,0
ACH-001626,0.87724435,6.1145816,1,1,1
ACH-001627,8.250616,10.415257,0,0,0
ACH-001628,1.6867567,5.550436,1,1,1
ACH-001632,8.484718,-0.77421516,0,0,1
ACH-001634,0.68966514,11.069824,0,0,0
ACH-001638,7.487451,10.820528,0,0,0
ACH-001641,6.9005437,4.4766073,1,1,1
ACH-001642,9.975004,7.869095,0,0,0
ACH-001645,4.987008,10.323254,1,1,1
ACH-001647,1.6558849,9.891774,0,0,0
ACH-001648,8.171716,10.477467,0,0,0
ACH-001650,0.8602967,9.885765,1,1,1
ACH-001651,-14.126254,4.6684184,1,1,1
ACH-001652,4.9928455,11.410954,1,1,1
ACH-001653,3.1591592,6.694901,1,1,1
ACH-001654,0.03476561,10.587362,0,1,0
ACH-001656,4.375698,5.339851,0,0,1
ACH-001662,5.572495,3.739209,1,1,1
ACH-001664,1.758225,4.0853534,0,0,0
ACH-001667,7.8579745,8.34362,0,0,0
ACH-001668,7.121203,7.2881513,0,0,1
ACH-001669,4.274353,6.605376,0,0,0
ACH-001670,3.8753266,4.0548773,1,1,1
ACH-001671,7.8475704,8.290872,1,1,0
ACH-001672,9.805934,7.3737946,1,1,1
ACH-001673,5.3950853,5.8665023,1,1,1
ACH-001676,8.722918,-0.7003786,0,0,0
ACH-001677,5.1776896,6.8507514,0,0,1
ACH-001678,2.024396,3.7224314,0,0,1
ACH-001679,6.628668,10.374058,0,0,0
ACH-001680,4.0915823,7.8542533,0,0,0
ACH-001684,4.6781187,11.476545,0,0,0
ACH-001685,-14.15496,4.690058,0,0,1
ACH-001686,3.677265,5.840841,0,0,0
ACH-001687,8.195763,10.072069,1,1,1
ACH-001690,1.755571,6.868578,1,0,0
ACH-001692,0.64002335,7.033383,1,1,1
ACH-001694,3.3435955,11.692717,0,0,0
ACH-001695,2.8964925,5.4212933,1,1,1
ACH-001696,0.9772306,6.517636,1,1,1
ACH-001697,4.543096,4.4629316,1,1,1
ACH-001698,2.5584419,6.7811728,1,0,0
ACH-001699,3.1776547,11.300649,1,1,1
ACH-001700,1.1358709,6.7932444,1,1,1
ACH-001701,3.8204062,11.635423,1,1,0
ACH-001702,4.537792,11.550996,1,0,1
ACH-001704,0.69982487,7.218853,1,1,0
ACH-001705,8.726917,-0.98457336,1,1,1
ACH-001707,-14.201041,5.050077,1,0,0
ACH-001708,7.6151547,9.966923,0,0,0
ACH-001711,8.6322365,-0.78689396,1,0,0
ACH-001712,4.628526,6.3259263,0,0,0
ACH-001715,-14.178231,4.688004,1,1,1
ACH-001716,6.448813,8.308251,0,0,0
ACH-001735,1.3692939,6.2166996,0,0,0
ACH-001736,0.980897,6.435566,0,0,0
ACH-001737,2.4961846,4.7893996,0,0,0
ACH-001740,0.7898307,6.089134,1,1,0
ACH-001745,7.1263776,4.252058,1,1,0
ACH-001750,4.443883,4.4362946,1,0,0
ACH-001751,7.9432592,10.59053,1,1,0
ACH-001759,5.6281595,8.041848,1,1,1
ACH-001760,5.6606064,7.974055,1,1,1
ACH-001765,3.113769,7.2265153,1,1,0
ACH-001767,8.285999,10.322776,0,0,0
ACH-001786,1.7532837,3.8363197,1,0,0
ACH-001791,-14.338941,4.6647406,1,0,0
ACH-001794,8.216265,10.402754,1,0,0
ACH-001795,-14.320585,4.873294,1,0,0
ACH-001796,-14.637617,4.7526464,1,1,0
ACH-001807,-14.336536,5.207844,1,0,0
ACH-001813,-14.237732,5.2240076,0,0,0
ACH-001814,6.1156206,5.4114547,1,1,1
ACH-001817,-14.378058,4.909491,0,0,0
ACH-001818,-14.517302,4.7719336,0,0,0
ACH-001819,4.283932,5.0455117,1,1,1
ACH-001828,-14.280856,5.043732,0,0,0
ACH-001834,3.7803602,8.762676,1,1,1
ACH-001835,3.8362794,8.81637,1,1,1
ACH-001838,5.014728,8.83928,1,1,1
ACH-001839,8.298127,9.326262,1,1,1
ACH-001842,4.332339,5.242586,1,1,0
ACH-001844,4.2350903,8.398287,1,1,1
ACH-001845,-14.138666,5.0178647,1,1,1
ACH-001846,8.77648,-0.9623547,0,0,1
ACH-001847,4.3280563,11.223589,1,0,0
ACH-001848,6.1081834,10.177301,1,1,1
ACH-001849,0.26232842,11.035649,0,0,1
ACH-001850,1.6231545,10.987125,1,1,1
ACH-001853,5.1488185,9.948989,1,1,1
ACH-001855,7.347807,10.959825,0,0,0
ACH-001861,4.182344,11.709601,1,1,1
ACH-001862,-0.0047970284,7.231181,1,0,1
ACH-001863,4.6413183,5.301125,1,1,1
ACH-001864,3.0506442,11.279262,1,1,1
ACH-001953,7.328426,9.02053,1,1,1
ACH-001958,4.808032,5.359415,0,0,1
ACH-001959,3.6961503,6.2594175,0,0,0
ACH-001960,3.6939452,5.8617454,1,0,0
ACH-001971,6.1554494,9.8582945,1,1,0
ACH-001972,0.6241487,7.2768874,1,1,0
ACH-001973,0.9646522,6.6217847,0,0,0
ACH-001974,5.03728,9.853459,1,1,0
ACH-001975,5.5719247,10.616065,0,0,1
ACH-001976,5.2975574,10.155751,1,1,0
ACH-001977,6.676579,10.504833,1,1,1
ACH-001979,5.47784,10.7630205,1,0,0
ACH-001980,5.6078086,10.642782,0,0,0
ACH-001982,4.9311976,10.151711,1,1,1
ACH-001983,5.435997,10.648613,1,1,1
ACH-001985,1.2280226,6.6921053,1,1,0
ACH-001986,0.4920685,6.9666204,1,0,0
ACH-001987,5.6204815,10.353273,0,0,0
ACH-001988,4.612213,11.010341,0,0,0
