ModelID,UMAP1,UMAP2,wgd,cin,loh
ACH-001989,5.232359,9.824411,1,1,0
ACH-001990,3.5329823,9.543493,0,0,0
ACH-001991,1.7087389,3.9612803,0,0,0
ACH-001992,5.6802235,6.9482684,1,1,1
ACH-001993,7.6251674,8.248052,1,0,1
ACH-001996,2.782286,5.718207,1,1,1
ACH-001997,3.2181354,11.69541,1,0,0
ACH-001999,0.5014952,9.039328,1,0,0
ACH-002001,4.8501472,10.429362,1,1,1
ACH-002002,4.806936,10.464631,1,1,1
ACH-002003,4.908137,10.410129,1,1,1
ACH-002004,5.4590874,10.6276655,1,1,1
ACH-002005,0.9657846,6.8469596,1,1,1
ACH-002010,7.6926775,6.5907974,1,1,0
ACH-002011,8.180617,10.437755,0,1,1
ACH-002013,7.6728325,4.451783,1,1,0
ACH-002015,7.5125446,6.2204127,0,1,1
ACH-002016,9.986704,7.6065016,0,0,0
ACH-002017,7.4912148,7.9803596,1,1,1
ACH-002018,7.8145976,8.396224,1,1,1
ACH-002019,4.6337104,11.222037,0,0,0
ACH-002020,5.122877,5.284886,0,0,0
ACH-002021,7.544668,6.31163,1,0,0
ACH-002023,1.5940903,6.8240604,1,0,1
ACH-002024,0.922925,10.481305,1,1,1
ACH-002026,1.4281038,4.1018047,0,0,0
ACH-002027,1.8491011,4.34158,0,0,0
ACH-002029,3.4518986,11.096227,1,1,1
ACH-002030,1.0399553,6.6132727,1,1,1
ACH-002033,5.118558,6.6887193,0,0,1
ACH-002034,5.344533,5.217204,0,0,0
ACH-002035,2.0492828,6.133844,1,1,1
ACH-002036,2.8374386,8.591227,1,1,1
ACH-002038,3.3570335,7.0748363,1,1,1
ACH-002039,4.840218,7.812488,1,1,1
ACH-002040,5.607027,9.076781,1,1,1
ACH-002041,3.1321764,11.085239,1,1,1
ACH-002042,3.788682,10.75216,1,1,0
ACH-002043,2.9771743,11.631209,1,1,1
ACH-002044,2.0971296,9.71868,1,1,1
ACH-002045,6.1461864,6.8339224,1,1,1
ACH-002046,2.9427583,9.038391,1,1,1
ACH-002047,7.1742315,7.271805,0,0,0
ACH-002050,9.888787,7.7568417,0,0,0
ACH-002051,4.494386,5.527429,1,0,1
ACH-002052,5.0348334,5.737309,1,1,1
ACH-002055,3.5002685,5.5619025,0,0,0
ACH-002058,6.1623235,6.1034904,1,1,0
ACH-002059,3.941468,6.854105,0,0,0
ACH-002060,6.2324104,9.290521,0,0,0
ACH-002062,7.774401,8.497463,1,1,0
ACH-002065,4.205145,10.9013815,0,0,0
ACH-002067,3.4946563,7.0068727,1,1,1
ACH-002070,1.6061709,10.87272,0,0,1
ACH-002074,4.821628,6.3785486,1,1,1
ACH-002075,4.858503,5.571219,1,1,0
ACH-002077,3.6621163,7.4958715,0,0,0
ACH-002083,-14.25426,5.0915146,1,1,0
ACH-002084,5.405748,10.834864,1,1,1
ACH-002089,8.731376,-0.6444274,1,1,1
ACH-002090,4.428299,8.198599,1,1,1
ACH-002091,4.456892,6.426876,1,1,1
ACH-002092,5.994568,9.613921,0,0,0
ACH-002093,3.164208,4.3749447,1,1,1
ACH-002094,-14.07485,5.045283,0,0,0
ACH-002095,5.652456,5.6440887,1,1,1
ACH-002096,5.66462,10.217251,1,0,1
ACH-002097,7.1833897,8.82514,1,0,0
ACH-002098,4.6501694,10.073407,0,0,0
ACH-002099,3.3395674,11.687617,1,1,1
ACH-002100,3.2621396,5.4855003,0,0,1
ACH-002101,3.9238806,5.5734277,0,0,0
ACH-002102,1.0836694,9.913071,1,0,0
ACH-002103,4.2414236,7.8979344,0,0,0
ACH-002105,5.9790425,3.9447944,0,0,0
ACH-002106,3.8625782,4.027766,1,1,0
ACH-002107,8.250521,2.804365,1,1,1
ACH-002108,3.843103,4.0310383,1,1,1
ACH-002109,8.545175,-0.96327895,0,0,1
ACH-002110,8.602562,-1.0990214,0,0,0
ACH-002111,1.0834286,6.1875095,1,0,0
ACH-002112,3.9137821,4.252982,1,0,1
ACH-002113,8.605969,-0.7349902,0,0,1
ACH-002114,8.257888,2.7143319,0,0,0
ACH-002115,4.762704,7.6382766,1,0,0
ACH-002117,1.0304426,6.382584,1,1,0
ACH-002118,3.865857,3.987022,1,0,0
ACH-002119,8.07397,9.667576,0,0,0
ACH-002121,5.350774,9.684139,1,1,1
ACH-002122,3.7231052,6.160266,1,0,1
ACH-002123,8.350133,10.435822,1,1,1
ACH-002124,6.476898,5.630215,1,0,1
ACH-002126,7.1291137,8.118889,0,0,1
ACH-002127,8.555136,-1.0030239,1,1,0
ACH-002129,8.735645,-0.92371327,1,1,1
ACH-002130,7.3376627,9.946075,0,0,0
ACH-002131,7.401496,9.301153,0,0,1
ACH-002132,3.0626862,4.442104,1,1,1
ACH-002133,8.676825,-0.869884,1,1,0
ACH-002134,8.793335,8.380751,1,0,1
ACH-002135,8.431409,8.914859,0,0,1
ACH-002136,6.4057856,5.7902064,1,1,1
ACH-002139,-14.14291,4.8995833,1,1,0
ACH-002140,0.82632107,11.119212,1,0,0
ACH-002141,4.343182,5.9273906,1,1,1
ACH-002142,6.377662,6.4557076,1,0,0
ACH-002143,0.8522146,6.800364,1,1,1
ACH-002144,2.909743,7.320746,1,1,1
ACH-002146,8.272902,2.7605538,1,1,1
ACH-002147,5.895771,9.517994,1,1,1
ACH-002148,5.778717,3.64361,1,0,0
ACH-002149,6.7193007,8.0851965,0,0,0
ACH-002150,-14.046222,5.0192266,1,0,1
ACH-002151,-14.22484,4.8792,1,1,1
ACH-002152,7.31307,8.661849,1,1,1
ACH-002153,4.493252,9.567876,1,0,0
ACH-002155,-14.433707,5.1473594,0,0,0
ACH-002156,4.132527,4.7349987,1,1,1
ACH-002157,8.888998,-1.0668255,1,1,1
ACH-002159,2.0489554,6.691698,1,1,1
ACH-002160,8.724643,8.262564,0,0,1
ACH-002161,3.3855455,7.0989823,1,1,1
ACH-002162,5.1283092,10.429804,1,1,1
ACH-002163,5.8719316,9.031013,1,1,1
ACH-002164,0.6673647,6.598143,1,1,0
ACH-002165,6.8735347,9.026944,0,0,0
ACH-002166,5.0935287,10.28052,0,0,0
ACH-002168,3.546882,6.939702,1,0,0
ACH-002169,4.867761,4.5091443,1,1,1
ACH-002170,3.5509963,5.60489,1,1,1
ACH-002171,3.4911377,7.383833,1,1,1
ACH-002174,5.011372,5.761575,0,0,1
ACH-002175,4.737835,5.8500423,1,1,0
ACH-002177,5.1867123,5.7896395,1,1,1
ACH-002179,1.3940362,6.4872227,1,1,1
ACH-002180,2.7343972,6.965686,1,0,1
ACH-002181,3.1664238,11.534637,1,1,1
ACH-002182,5.7999444,8.670659,1,1,1
ACH-002183,5.800092,3.9078822,0,0,0
ACH-002187,-14.327325,5.2175207,1,0,1
ACH-002188,4.6337924,6.367414,0,0,0
ACH-002189,3.74318,7.341587,0,0,0
ACH-002190,-14.003323,4.769402,0,0,0
ACH-002191,-14.216649,4.6486626,1,1,1
ACH-002192,8.264055,9.95446,0,0,1
ACH-002193,4.4990582,6.881639,1,1,1
ACH-002195,8.553814,-0.78631014,1,1,1
ACH-002196,3.5939903,5.308549,0,0,1
ACH-002197,-14.0528345,4.7389774,0,0,0
ACH-002198,6.6980257,10.476987,1,1,1
ACH-002199,0.9104425,6.23216,1,1,1
ACH-002200,8.694432,-1.0261716,1,1,1
ACH-002201,-0.016860256,7.1149735,0,0,0
ACH-002202,3.1455572,4.369506,1,1,1
ACH-002204,-14.280681,4.9126782,1,0,1
ACH-002205,5.0074406,8.812545,0,0,1
ACH-002206,6.5728903,10.238374,1,1,1
ACH-002207,6.065652,10.099723,1,1,0
ACH-002208,7.961548,9.4269,1,1,1
ACH-002209,8.442197,-0.6213694,0,0,0
ACH-002210,4.0689044,4.9431405,0,0,0
ACH-002211,3.4251966,5.69271,0,0,1
ACH-002212,2.717376,5.5731473,0,0,1
ACH-002213,6.5462584,5.146235,0,0,0
ACH-002215,3.5626245,7.8684397,0,0,0
ACH-002216,8.683307,-0.57880527,1,0,0
ACH-002218,-14.305439,4.86796,0,0,0
ACH-002220,3.6240623,8.183276,0,0,0
ACH-002221,6.719028,8.026685,0,0,0
ACH-002222,1.9396648,4.244756,0,0,0
ACH-002223,8.219631,10.358397,1,1,0
ACH-002224,4.345195,8.782695,0,0,0
ACH-002225,3.9351635,8.419576,1,1,1
ACH-002226,5.063548,5.8020306,1,1,0
ACH-002227,4.083995,8.924529,0,0,0
ACH-002228,2.8615966,8.800564,1,1,0
ACH-002229,4.7130613,11.264964,1,0,0
ACH-002231,2.4631329,8.206929,1,1,0
ACH-002233,3.2510483,6.097912,1,1,1
ACH-002234,0.3533797,6.693345,1,1,1
ACH-002235,4.1005793,5.556749,1,0,0
ACH-002236,4.258025,7.770343,0,0,0
ACH-002237,8.191458,-0.3974674,1,1,1
ACH-002239,4.448045,5.309635,0,0,0
ACH-002240,5.8129907,7.784717,1,1,1
ACH-002241,7.577397,8.698014,0,0,0
ACH-002242,8.115079,9.651925,0,0,0
ACH-002243,4.4765096,4.5293083,1,1,1
ACH-002244,3.4163644,11.207941,1,1,1
ACH-002245,-14.119828,4.7879996,0,0,0
ACH-002246,0.41232213,10.647551,0,0,0
ACH-002247,7.3130884,8.657835,0,0,0
ACH-002248,7.6025395,10.057736,0,0,0
ACH-002250,5.2842293,5.1852365,1,1,1
ACH-002251,4.601285,4.3365307,0,0,1
ACH-002252,3.969003,5.1366596,0,0,0
ACH-002253,7.2432714,8.742335,1,1,0
ACH-002254,7.369171,10.694046,0,0,1
ACH-002255,1.0783619,6.25352,0,0,0
ACH-002256,1.8941792,7.364388,1,0,0
ACH-002257,5.433542,8.007088,0,0,0
ACH-002258,5.433875,8.523132,1,0,0
ACH-002259,6.069941,7.1461434,1,0,1
ACH-002262,5.804917,7.9563613,0,0,0
ACH-002263,2.100324,5.737993,1,1,1
ACH-002264,3.207928,7.209296,1,1,1
ACH-002265,0.9443499,6.066183,1,1,1
ACH-002266,5.0969386,5.720113,1,1,1
ACH-002268,2.5989866,8.60378,1,1,0
ACH-002269,3.7062337,8.725041,1,0,0
ACH-002270,6.7761803,8.0918,0,0,0
ACH-002271,7.82899,9.253638,1,1,1
ACH-002272,1.6244513,4.0879,0,0,0
ACH-002273,0.55706525,11.186766,0,0,0
ACH-002274,4.6665015,6.958003,0,0,1
ACH-002275,0.85312444,6.7670965,0,0,0
ACH-002276,8.595457,8.369973,0,0,0
ACH-002277,0.80533785,6.336583,0,0,0
ACH-002278,7.8040423,10.590946,1,1,0
ACH-002279,-14.47896,5.1465144,1,1,0
ACH-002280,3.0278943,6.4127965,1,1,0
ACH-002281,8.248848,2.7422318,0,0,0
ACH-002282,8.509279,8.761242,1,1,0
ACH-002283,7.4159613,6.961618,0,0,0
ACH-002284,8.857689,-0.71427256,0,0,0
ACH-002285,8.445518,-0.98439074,1,0,1
ACH-002286,3.4083686,4.7154207,1,1,1
ACH-002287,1.7241074,4.2592497,1,1,1
ACH-002288,6.6632814,9.728605,1,1,1
ACH-002289,4.882807,6.8451204,1,0,0
ACH-002290,6.249123,9.273923,0,0,0
ACH-002291,9.915465,7.6420984,1,1,1
ACH-002292,8.530429,-1.1311444,1,0,1
ACH-002293,8.313052,-0.17404266,0,0,0
ACH-002294,2.8274856,4.6194706,1,1,1
ACH-002295,5.0947924,6.6180525,1,1,1
ACH-002296,0.7753876,6.253606,1,1,1
ACH-002298,3.2968462,4.9392385,1,1,1
ACH-002299,-14.09299,4.979775,0,0,0
ACH-002300,3.592511,6.06966,0,0,0
ACH-002301,8.747993,8.265386,0,0,0
ACH-002302,6.3030515,6.553088,0,0,0
ACH-002304,3.2802887,11.071446,1,1,1
ACH-002305,3.328723,5.9041877,1,1,1
ACH-002306,-14.385442,4.705945,1,1,0
ACH-002307,5.31498,6.3053665,0,0,0
ACH-002308,3.706301,6.419902,0,0,0
ACH-002309,1.7517679,6.3285747,1,0,0
ACH-002310,3.7088985,10.5527935,1,1,1
ACH-002311,3.8531673,5.343965,1,1,1
ACH-002312,5.307777,6.6324444,1,1,1
ACH-002313,5.033988,6.595393,1,1,1
ACH-002314,3.0936985,7.712796,1,1,1
ACH-002316,-0.08524669,10.482267,0,0,0
ACH-002317,8.831688,8.446594,1,0,0
ACH-002336,8.055307,3.7283137,1,0,1
ACH-002337,1.2165084,10.00169,1,1,1
ACH-002339,-14.198424,4.679131,0,0,0
ACH-002340,8.6263895,-0.69127005,1,0,0
ACH-002342,-14.408035,4.8474326,0,0,0
ACH-002343,8.023185,3.570588,0,0,0
ACH-002344,7.6830754,10.181566,0,0,0
ACH-002346,-14.136545,4.781717,0,0,0
ACH-002347,-14.206561,5.1818604,0,0,0
ACH-002348,5.752349,3.5233731,1,0,0
ACH-002349,2.8864748,6.294523,1,0,0
ACH-002350,-14.010965,4.8825474,0,0,0
ACH-002351,-14.628954,4.959814,0,0,0
ACH-002352,-14.051577,5.0047555,0,0,0
ACH-002353,8.14684,9.634737,0,0,0
ACH-002354,7.2774463,10.471673,0,0,0
ACH-002355,-14.505994,5.2302313,0,0,0
ACH-002356,-14.024019,4.807141,0,0,0
ACH-002357,-14.329733,4.6633024,0,0,0
ACH-002358,6.7280016,6.5249896,0,0,0
ACH-002360,-13.998842,4.708416,1,0,0
ACH-002361,6.4049172,9.195651,0,0,0
ACH-002362,8.140561,3.6670268,0,0,0
ACH-002363,6.1665254,10.262228,1,1,1
ACH-002364,-14.4084015,4.8555017,0,0,0
ACH-002365,7.3696685,10.700669,0,0,0
ACH-002366,7.3840413,10.765819,0,0,0
ACH-002367,6.075189,8.5556555,0,0,0
ACH-002368,-14.645482,5.057103,0,0,0
ACH-002369,6.467777,5.6451874,1,0,0
ACH-002370,-14.282443,5.2572145,0,0,0
ACH-002371,-14.16814,5.2658453,0,0,0
ACH-002372,9.970496,7.8274198,0,0,0
ACH-002373,-14.273147,5.278233,0,0,0
ACH-002374,-13.965093,5.2667723,0,0,0
ACH-002375,-14.18191,5.1877904,0,0,0
ACH-002376,7.190763,10.542177,0,0,0
ACH-002377,-14.358102,4.6166544,0,0,0
ACH-002379,-14.565609,4.7020125,0,0,0
ACH-002380,7.353606,9.24068,0,0,0
ACH-002381,-13.986612,4.9569016,0,0,0
ACH-002382,6.491199,5.617837,0,0,0
ACH-002383,8.129668,3.642271,0,0,0
ACH-002384,-14.365068,5.2380357,0,0,0
ACH-002386,0.5253354,7.2808948,1,1,1
ACH-002387,6.553119,9.73407,1,1,0
ACH-002388,0.3400623,7.1579814,1,0,0
ACH-002389,4.0847826,8.637589,1,1,1
ACH-002392,5.3475127,6.6202216,0,0,0
ACH-002397,3.0674806,7.1760936,1,1,1
ACH-002399,6.3281264,4.527555,1,1,1
ACH-002400,6.3278785,4.5038433,1,1,1
ACH-002401,6.393648,4.526758,1,1,1
ACH-002403,4.517043,8.121794,1,1,1
ACH-002404,3.432812,6.7009473,1,1,1
ACH-002405,0.21147607,6.9306808,0,0,0
ACH-002407,4.6282554,10.3596945,0,0,0
ACH-002409,3.00984,9.699942,1,1,1
ACH-002419,-14.118996,5.156972,0,0,0
ACH-002431,7.41387,9.285659,0,0,0
ACH-002433,8.777707,-0.63977623,1,1,1
ACH-002438,5.717001,3.489108,0,0,0
ACH-002440,6.81381,10.402929,1,0,0
ACH-002444,3.112614,7.0535893,1,1,1
ACH-002446,3.0056674,8.772287,1,1,1
ACH-002459,5.6362715,10.797132,1,0,1
ACH-002460,5.675149,10.821209,1,1,1
ACH-002461,4.1374297,10.694435,1,0,0
ACH-002462,0.0015239873,7.215893,0,0,0
ACH-002463,0.8931133,6.21959,0,0,0
ACH-002464,0.043273102,7.215127,0,0,0
ACH-002466,-0.0015335466,7.0225434,0,0,0
ACH-002467,-0.09512272,7.0048895,0,0,0
ACH-002470,4.806295,6.60267,1,1,1
ACH-002475,3.052709,8.744296,1,0,1
ACH-002478,6.342146,7.581385,0,0,0
ACH-002485,8.947398,-0.9266847,0,0,1
ACH-002490,4.1262817,6.935889,1,1,1
ACH-002498,3.2156773,5.7514124,0,1,1
ACH-002499,5.081744,5.368548,0,0,1
ACH-002501,7.6846976,5.820652,1,0,0
ACH-002508,1.4396439,6.634206,1,1,1
ACH-002509,4.7575455,10.977387,1,0,0
ACH-002510,5.4826493,10.722455,1,1,1
ACH-002511,-14.495925,5.1374226,1,1,0
ACH-002512,7.6668844,4.7511096,1,1,1
ACH-002522,2.8347352,10.9800625,0,0,0
ACH-002523,3.264821,11.705997,1,1,0
ACH-002524,4.8771334,7.5997667,1,1,1
ACH-002526,3.6922643,6.2410583,1,1,1
ACH-002528,7.010208,7.1890035,0,0,0
ACH-002530,-0.29302046,9.48774,1,1,1
ACH-002533,9.788816,7.362427,1,1,1
ACH-002535,-0.15718201,9.663927,0,0,1
ACH-002538,3.5037549,8.875131,1,1,1
ACH-002539,5.229107,8.138214,1,0,0
ACH-002543,5.204701,9.549274,1,1,0
ACH-002544,5.7419686,6.971747,1,1,1
ACH-002643,5.6725717,6.9035287,0,0,0
ACH-002644,0.045256875,10.864734,0,0,0
ACH-002647,0.81253105,10.962115,1,1,0
ACH-002648,-0.13740334,10.856948,1,1,1
ACH-002650,8.178323,2.781147,1,1,1
ACH-002654,-0.19544764,9.729551,1,1,1
ACH-002659,5.004783,8.809726,1,1,1
ACH-002660,0.042455997,9.583105,1,1,0
ACH-002662,4.5225635,8.958476,1,1,1
ACH-002664,0.1146061,9.466898,1,1,1
ACH-002665,5.641923,9.641446,1,1,1
ACH-002667,-0.033971317,9.8495455,1,1,1
ACH-002668,5.0452943,8.363917,0,0,0
ACH-002675,6.75892,6.4071455,0,0,0
ACH-002676,7.620061,6.679479,0,0,0
ACH-002677,8.155503,-0.40453607,0,0,0
ACH-002680,1.6757269,10.843935,1,0,0
ACH-002681,3.4937847,10.220487,1,0,0
ACH-002687,-14.652212,5.2549715,1,0,0
ACH-002689,6.0696955,5.504794,1,1,1
ACH-002690,-14.160412,5.2190776,1,1,1
ACH-002695,0.8589805,7.215139,1,1,1
ACH-002705,1.1829147,6.247629,1,1,1
ACH-002708,3.314045,11.502737,1,0,1
ACH-002710,8.673376,-0.6516518,1,0,0
ACH-002716,6.4972067,7.475277,0,0,0
ACH-002722,-14.374387,5.351864,0,0,0
ACH-002778,-14.496011,4.8101797,1,1,1
ACH-002779,3.977029,9.808469,0,0,0
ACH-002780,3.2592173,11.581985,0,0,0
ACH-002781,-14.511415,5.4058027,1,0,1
ACH-002782,7.085856,7.2684574,1,1,1
ACH-002784,5.403534,8.044074,1,0,1
ACH-002785,9.87161,7.7324867,1,1,1
ACH-002787,6.854696,9.410127,1,1,1
ACH-002789,7.4608936,6.188137,1,0,0
ACH-002790,6.919155,8.910621,0,0,0
ACH-002794,9.790843,7.6612544,1,1,1
ACH-002795,-14.004833,5.1082015,0,0,0
ACH-002796,4.3886547,9.279497,0,0,0
ACH-002798,-14.092196,4.924728,0,0,0
ACH-002800,7.0352416,7.1838746,1,1,1
ACH-002802,5.3091917,7.689957,0,0,0
ACH-002806,8.152144,-0.0329798,1,0,0
ACH-002843,-14.493516,4.7362423,0,0,0
ACH-002847,9.952091,7.821332,1,1,0
ACH-002921,5.878032,3.6543818,0,0,0
ACH-002922,8.784551,-0.8733874,1,0,1
ACH-002923,9.520225,7.510885,1,1,1
ACH-002924,-14.491425,5.3555646,1,1,0
ACH-002925,8.109341,8.5398855,1,1,0
ACH-002926,-14.103866,4.7345934,1,0,0
ACH-002927,-14.07885,5.1924233,1,0,0
ACH-002936,0.8162254,6.0991545,1,0,0
ACH-002937,4.7001896,11.648441,0,0,0
ACH-002946,8.440687,8.899987,0,0,0
ACH-002994,7.1265497,6.1630607,0,0,0
ACH-003012,1.1126188,9.8997965,1,1,1
ACH-003061,4.8268967,5.7262316,1,1,1
ACH-003064,8.138954,3.6674242,0,0,0
ACH-003065,-14.660454,4.949486,0,0,0
ACH-003067,5.9308987,3.369237,0,0,0
ACH-003071,4.6662235,6.719753,1,1,1
ACH-003099,2.8692093,11.324448,1,1,0
ACH-003100,5.2573514,7.028902,0,0,1
ACH-003101,9.8610525,7.7038,0,0,0
ACH-003103,-13.999186,4.579728,0,0,0
ACH-003105,5.049642,10.1685705,1,1,0
ACH-003106,9.399005,7.8416896,0,0,0
ACH-003107,6.011089,5.752231,0,0,0
ACH-003108,3.8958569,7.057946,1,1,1
ACH-003111,-14.470336,5.372393,0,0,0
ACH-003119,1.468019,6.3787055,1,1,1
ACH-003120,4.0680194,6.6393266,1,1,1
ACH-003121,4.887826,6.706693,1,1,1
ACH-003125,3.7812374,7.1231003,0,0,0
ACH-003176,4.820995,11.1957445,0,0,0
ACH-003177,7.4407763,4.3483305,1,0,1
ACH-003178,-14.533805,4.5928164,1,1,1
ACH-003180,-14.690326,4.8612127,1,1,1
ACH-003181,7.4541636,6.013796,0,0,0
ACH-003184,6.1153293,5.6271544,1,1,1
ACH-003185,-14.44884,4.4954596,0,0,1
ACH-003187,9.626762,8.019635,1,1,1
ACH-003189,8.070062,9.5362,0,0,1
ACH-003221,8.181506,3.563608,1,0,1
ACH-003226,6.5872416,5.457293,0,0,1
ACH-003227,-14.6586685,4.6246843,1,1,1
ACH-003273,3.0542893,11.885642,0,0,0
ACH-003283,7.512761,6.2315025,0,0,0
ACH-003284,7.50862,6.280819,0,0,0
ACH-003295,7.6515236,4.511711,1,0,0
ACH-003305,9.972534,7.6438613,0,0,0
ACH-003307,6.5923834,6.500312,0,0,0
ACH-003308,5.249627,5.238893,1,0,0
ACH-003313,7.7144356,4.519049,1,0,0
ACH-003410,-14.117983,4.5455155,1,0,0
ACH-003426,8.1810465,9.58564,0,0,0
ACH-003429,1.0203915,6.199162,1,1,1
ACH-003430,0.80021703,10.754286,1,1,0
ACH-003433,4.4273877,4.4505334,1,0,1
ACH-003437,2.876765,8.629759,1,1,1
ACH-003438,2.9985747,9.967867,1,0,0
ACH-003451,8.366565,10.110907,0,0,0
ACH-003455,6.0547876,10.252319,1,1,1
ACH-003456,8.154811,10.361553,0,0,0
ACH-003458,2.866715,6.629714,1,0,1
ACH-003459,1.603581,7.0442686,1,1,0
ACH-003460,4.5212946,4.6458883,0,0,0
ACH-003463,8.2386465,10.421544,0,0,0
ACH-003465,1.7878435,6.687087,1,0,0
ACH-003468,3.6154537,10.848404,1,1,1
ACH-003469,5.5297856,10.800893,1,1,0
ACH-003470,3.7214305,8.647664,1,0,1
ACH-003471,5.8111434,10.681115,0,0,0
ACH-003472,6.2589836,10.329268,0,0,0
ACH-003473,6.067289,4.6052527,0,0,0
ACH-003474,2.4310067,6.5631323,1,1,1
ACH-003475,1.034958,6.224768,1,0,0
ACH-003476,0.96298504,6.3177576,1,0,0
ACH-003480,4.7333627,8.634724,1,0,1
ACH-003573,7.1956363,6.5898256,1,1,1
ACH-003587,6.9745326,9.714432,1,1,1
ACH-003590,6.9398985,8.643229,0,0,0
