roc_auc,pr_auc,balanced_accuracy,sensitivity,specificity,f1,brier,n_test,positive_rate,threshold,fold,model,target,scheme,best_params,n_train,n_features_kept
0.724693188369986,0.8400443296161613,0.664319248826291,0.6619718309859155,0.6666666666666666,0.7193877551020408,0.2093173750234291,327,0.6513761467889908,0.532,0,logistic,wgd,random,{'clf__C': 0.01},1304,1415
0.7219660143753376,0.7964623466676763,0.6732311271760356,0.6384976525821596,0.7079646017699115,0.7120418848167539,0.20787419415461642,326,0.6533742331288344,0.587,1,logistic,wgd,random,{'clf__C': 0.01},1305,1356
0.7165025551539325,0.7744630288553846,0.6596867339731605,0.6291079812206573,0.6902654867256637,0.7015706806282722,0.21164907252968815,326,0.6533742331288344,0.577,2,logistic,wgd,random,{'clf__C': 0.01},1305,1402
0.7474344592629525,0.8282168379836159,0.7000498566620965,0.647887323943662,0.7522123893805309,0.7282321899736148,0.19959700618206289,326,0.6533742331288344,0.583,3,logistic,wgd,random,{'clf__C': 0.01},1305,1277
0.7020026481297583,0.7631646063214708,0.6597980801059251,0.6792452830188679,0.6403508771929824,0.72544080604534,0.21614769893830313,326,0.6503067484662577,0.526,4,logistic,wgd,random,{'clf__C': 0.01},1305,1380
