gene,sd,has_self_expr,r_mean,r_lineage,r_self,r_ridge,gain_over_lineage,gain_over_self
EAF1 (85403),0.34861865639686584,True,-0.029256689504403736,0.27790603013948306,0.07580988012888643,0.5423687108884354,0.26446268074895235,0.46655883075954896
MAPK1 (5594),0.3320923149585724,True,-0.019668954159338208,0.44335360554809966,0.1253517612597175,0.5395213853711266,0.09616777982302693,0.4141696241114091
OGDH (4967),0.32202810049057007,True,-0.09899374466381455,0.41478748802924315,0.03414563199791593,0.5392001043453083,0.12441261631606515,0.5050544723473923
CDH2 (1000),0.280927449464798,True,-0.03402860508337241,0.32713283506864127,0.3657373115691447,0.5387357033139043,0.21160286824526303,0.17299839174475962
SNAI2 (6591),0.2771526277065277,True,-0.05783848490150124,0.3292065352182235,0.4859770644226384,0.5384747420128752,0.20926820679465163,0.05249767759023677
NXT1 (29107),0.5556155443191528,True,-0.06888747425533422,0.15760454548357447,-0.02775959539783221,0.5377860259212804,0.38018148043770594,0.5655456213191127
TUBB4B (10383),0.37287893891334534,True,-0.03349064014603074,0.3415157309784993,0.21164364842849823,0.5376767675007442,0.19616103652224492,0.32603311907224597
GRB2 (2885),0.6839118003845215,True,-0.021453235891964257,0.44515267126030955,0.10303851945891698,0.5340629317559991,0.08891026049568951,0.4310244122970821
IRS2 (8660),0.37153536081314087,True,-0.04952695076999931,0.32953434114524144,0.37069190325960777,0.5330847032226687,0.20355036207742722,0.16239279996306089
TEAD1 (7003),0.29629480838775635,True,-0.07489353452691738,0.33953015848896934,0.31787100113359273,0.5321411419776537,0.19261098348868438,0.21427014084406099
TADA2B (93624),0.3950341045856476,True,-0.03683096673238388,0.4143340070573191,0.020951291733535136,0.5318134052245176,0.11747939816719849,0.5108621134909824
VRK1 (7443),0.3081410229206085,True,-0.07034805192984803,0.4423947766511739,0.06006132437503789,0.5294060527660449,0.08701127611487103,0.46934472839100705
C3orf38 (285237),0.3147856891155243,True,-0.0890385760769564,0.29848432063993774,0.0722392506950518,0.526541985530935,0.22805766489099727,0.45430273483588324
