roc_auc,pr_auc,balanced_accuracy,sensitivity,specificity,f1,brier,n_test,positive_rate,threshold,fold,panel_size,target,model,n_features
0.6899958598366517,0.6395818039058627,0.6595092024539877,0.7975460122699386,0.5214723926380368,0.7008086253369272,0.22164715938941537,326,0.5,0.262,1,10,loh,random_forest,10
0.7195039331551808,0.6853445360144734,0.6595092024539877,0.7791411042944786,0.5398773006134969,0.6958904109589041,0.2157490270979404,326,0.5,0.42,1,20,loh,random_forest,20
0.711035417215552,0.6870832316812465,0.6595092024539877,0.7791411042944786,0.5398773006134969,0.6958904109589041,0.21695076079230793,326,0.5,0.408,1,50,loh,random_forest,50
0.7688659716210622,0.7475212131420412,0.6717791411042945,0.7791411042944786,0.5644171779141104,0.703601108033241,0.2088223792119862,326,0.5,0.492,2,all,loh,random_forest,1461
0.6677707102262035,0.6134657609791415,0.6533742331288344,0.7852760736196319,0.5214723926380368,0.6937669376693767,0.22358543511888623,326,0.5,0.316,2,5,loh,random_forest,5
0.6883209755730363,0.646301402566988,0.6533742331288344,0.8159509202453987,0.49079754601226994,0.7018469656992085,0.2212381824049648,326,0.5,0.405,2,10,loh,random_forest,10
0.7352553728028907,0.7123878461811188,0.6533742331288344,0.7791411042944786,0.5276073619631901,0.6920980926430518,0.21141506855349454,326,0.5,0.461,2,20,loh,random_forest,20
0.7495201174300876,0.7348537028854801,0.6748466257668712,0.7914110429447853,0.558282208588957,0.7087912087912088,0.21055782462303274,326,0.5,0.459,2,50,loh,random_forest,50
0.7347937368262571,0.6889220949967201,0.6931647094248721,0.7073170731707317,0.6790123456790124,0.6987951807228916,0.21343181116361298,326,0.5030674846625767,0.488,3,all,loh,random_forest,1162
0.6432926829268292,0.5762762037098047,0.6314739536284252,0.7012195121951219,0.5617283950617284,0.6571428571428571,0.2356654874514691,326,0.5030674846625767,0.494,3,5,loh,random_forest,5
0.6836984342065642,0.6060042306263683,0.647094248720265,0.6707317073170732,0.6234567901234568,0.6567164179104478,0.22301868134735797,326,0.5030674846625767,0.508,3,10,loh,random_forest,10
