roc_auc,pr_auc,balanced_accuracy,sensitivity,specificity,f1,brier,n_test,positive_rate,threshold,fold,panel_size,target,model,n_features
0.6583800669953707,0.601412722030706,0.647239263803681,0.7668711656441718,0.5276073619631901,0.684931506849315,0.22586196332213185,326,0.5,0.401,2,10,loh,elastic_net,10
0.6508524972712559,0.5986164373326521,0.6380368098159509,0.7361963190184049,0.5398773006134969,0.6703910614525139,0.2393762141364871,326,0.5,0.34,2,20,loh,elastic_net,20
0.6893371974857917,0.6555667871018259,0.6625766871165644,0.7239263803680982,0.6012269938650306,0.6820809248554913,0.2332315309368607,326,0.5,0.598,2,50,loh,elastic_net,50
0.7150331225534478,0.6636524518755708,0.6564287865100873,0.6585365853658537,0.654320987654321,0.6585365853658537,0.21735522748274935,326,0.5030674846625767,0.518,3,all,loh,elastic_net,1162
0.6638625414031918,0.6177551737817478,0.6592893706714844,0.6951219512195121,0.6234567901234568,0.672566371681416,0.2250794432991655,326,0.5030674846625767,0.339,3,5,loh,elastic_net,5
0.6703741342968985,0.6271783483148732,0.6623757904245708,0.6951219512195121,0.6296296296296297,0.6745562130177515,0.2271930824692517,326,0.5030674846625767,0.464,3,10,loh,elastic_net,10
0.6743827160493827,0.6268664619845689,0.656541704305932,0.6402439024390244,0.6728395061728395,0.6521739130434783,0.23223002534876738,326,0.5030674846625767,0.526,3,20,loh,elastic_net,20
0.65136630532972,0.6044657992349683,0.6289144835892804,0.6158536585365854,0.6419753086419753,0.6253869969040248,0.2540889650398797,326,0.5030674846625767,0.59,3,50,loh,elastic_net,50
0.7016259550604087,0.6546106026139741,0.6687116564417177,0.8282208588957055,0.50920245398773,0.7142857142857143,0.2203208426170296,326,0.5,0.425,4,all,loh,elastic_net,1415
0.6901652301554443,0.6221426776575956,0.6779141104294478,0.8650306748466258,0.49079754601226994,0.7286821705426356,0.21778941106727298,326,0.5,0.339,4,5,loh,elastic_net,5
0.6848206556513229,0.6220810481853276,0.665644171779141,0.8220858895705522,0.50920245398773,0.7108753315649867,0.21997313518175346,326,0.5,0.379,4,10,loh,elastic_net,10
0.6765215100304867,0.6165665913555143,0.6595092024539877,0.7975460122699386,0.5214723926380368,0.7008086253369272,0.23124129263718818,326,0.5,0.389,4,20,loh,elastic_net,20
0.6558771500621025,0.6130155027274964,0.6319018404907976,0.7607361963190185,0.5030674846625767,0.6739130434782609,0.24891985454403204,326,0.5,0.362,4,50,loh,elastic_net,50
