target,group,random,차이
cin,0.6351246362307303,0.680871707108994,-0.045747070878263685
loh,0.6417840754722853,0.7112645383273601,-0.06948046285507481
wgd,0.6868599451005872,0.7487994982124725,-0.06193955311188526
