feature,kind,n_cell_lines
C1orf174 (339448)_damaging,damaging,1
LINC01777 (284661)_damaging,damaging,1
AJAP1 (55966)_damaging,damaging,6
LINC02781 (105376680)_damaging,damaging,1
LINC02782 (105376681)_damaging,damaging,0
NPHP4 (261734)_damaging,damaging,9
KCNAB2 (8514)_damaging,damaging,1
CHD5 (26038)_damaging,damaging,16
RPL22 (6146)_damaging,damaging,31
RNF207 (388591)_damaging,damaging,8
ICMT (23463)_damaging,damaging,1
HES3 (390992)_damaging,damaging,1
GPR153 (387509)_damaging,damaging,2
ACOT7 (11332)_damaging,damaging,5
ESPN (83715)_damaging,damaging,3
TNFRSF25 (8718)_damaging,damaging,4
PLEKHG5 (57449)_damaging,damaging,5
NOL9 (79707)_damaging,damaging,6
TAS1R1 (80835)_damaging,damaging,7
ZBTB48 (3104)_damaging,damaging,7
KLHL21 (9903)_damaging,damaging,1
PHF13 (148479)_damaging,damaging,6
THAP3 (90326)_damaging,damaging,3
DNAJC11 (55735)_damaging,damaging,2
CAMTA1 (23261)_damaging,damaging,12
VAMP3 (9341)_damaging,damaging,1
PER3 (8863)_damaging,damaging,6
TNFRSF9 (3604)_damaging,damaging,1
PARK7 (11315)_damaging,damaging,1
ERRFI1 (54206)_damaging,damaging,14
SLC45A1 (50651)_damaging,damaging,22
RERE (473)_damaging,damaging,18
ENO1 (2023)_damaging,damaging,0
CA6 (765)_damaging,damaging,2
SLC2A7 (155184)_damaging,damaging,5
SLC2A5 (6518)_damaging,damaging,5
GPR157 (80045)_damaging,damaging,1
MIR34AHG (106614088)_damaging,damaging,0
H6PD (9563)_damaging,damaging,1
SPSB1 (80176)_damaging,damaging,2
SLC25A33 (84275)_damaging,damaging,7
TMEM201 (199953)_damaging,damaging,6
PIK3CD (5293)_damaging,damaging,4
CLSTN1 (22883)_damaging,damaging,4
CTNNBIP1 (56998)_damaging,damaging,2
LZIC (84328)_damaging,damaging,2
NMNAT1 (64802)_damaging,damaging,0
RBP7 (116362)_damaging,damaging,2
UBE4B (10277)_damaging,damaging,9
KIF1B (23095)_damaging,damaging,8
PGD (5226)_damaging,damaging,3
CORT (1325)_damaging,damaging,1
DFFA (1676)_damaging,damaging,1
PEX14 (5195)_damaging,damaging,3
CASZ1 (54897)_damaging,damaging,9
C1orf127 (148345)_damaging,damaging,6
TARDBP (23435)_damaging,damaging,2
MASP2 (10747)_damaging,damaging,7
SRM (6723)_damaging,damaging,1
EXOSC10 (5394)_damaging,damaging,13
MTOR (2475)_damaging,damaging,9
ANGPTL7 (10218)_damaging,damaging,3
UBIAD1 (29914)_damaging,damaging,2
DISP3 (57540)_damaging,damaging,6
FBXO2 (26232)_damaging,damaging,1
FBXO44 (93611)_damaging,damaging,1
FBXO6 (26270)_damaging,damaging,1
MAD2L2 (10459)_damaging,damaging,4
DRAXIN (374946)_damaging,damaging,1
AGTRAP (57085)_damaging,damaging,1
C1orf167 (284498)_damaging,damaging,6
MTHFR (4524)_damaging,damaging,1
CLCN6 (1185)_damaging,damaging,6
NPPA (4878)_damaging,damaging,0
NPPB (4879)_damaging,damaging,4
PLOD1 (5351)_damaging,damaging,6
MFN2 (9927)_damaging,damaging,7
MIIP (60672)_damaging,damaging,2
TNFRSF8 (943)_damaging,damaging,3
TNFRSF1B (7133)_damaging,damaging,2
VPS13D (55187)_damaging,damaging,22
DHRS3 (9249)_damaging,damaging,1
AADACL4 (343066)_damaging,damaging,3
AADACL3 (126767)_damaging,damaging,2
PRAMEF12 (390999)_damaging,damaging,4
PRAMEF1 (65121)_damaging,damaging,3
PRAMEF11 (440560)_damaging,damaging,4
HNRNPCL1 (343069)_damaging,damaging,1
HNRNPCL2 (440563)_damaging,damaging,3
PRAMEF18 (391003)_damaging,damaging,1
PRAMEF31P (100129611)_damaging,damaging,1
PRAMEF19 (645414)_damaging,damaging,1
PRAMEF20 (645425)_damaging,damaging,4
LRRC38 (126755)_damaging,damaging,2
PDPN (10630)_damaging,damaging,1
PRDM2 (7799)_damaging,damaging,8
KAZN (23254)_damaging,damaging,4
TMEM51-AS1 (200197)_damaging,damaging,0
TMEM51 (55092)_damaging,damaging,2
FHAD1 (114827)_damaging,damaging,13
EFHD2 (79180)_damaging,damaging,2
CTRC (11330)_damaging,damaging,1
CELA2A (63036)_damaging,damaging,3
CELA2B (51032)_damaging,damaging,2
CASP9 (842)_damaging,damaging,1
DNAJC16 (23341)_damaging,damaging,8
AGMAT (79814)_damaging,damaging,2
DDI2 (84301)_damaging,damaging,3
RSC1A1 (6248)_damaging,damaging,6
PLEKHM2 (23207)_damaging,damaging,5
SLC25A34 (284723)_damaging,damaging,1
TMEM82 (388595)_damaging,damaging,1
FBLIM1 (54751)_damaging,damaging,2
UQCRHL (440567)_damaging,damaging,0
SPEN (23013)_damaging,damaging,43
ZBTB17 (7709)_damaging,damaging,2
HSPB7 (27129)_damaging,damaging,0
CLCNKA (1187)_damaging,damaging,2
CLCNKB (1188)_damaging,damaging,1
FAM131C (348487)_damaging,damaging,0
EPHA2 (1969)_damaging,damaging,14
ARHGEF19 (128272)_damaging,damaging,9
ANO7L1 (101927546)_damaging,damaging,1
CPLANE2 (79363)_damaging,damaging,1
FBXO42 (54455)_damaging,damaging,2
SZRD1 (26099)_damaging,damaging,2
SPATA21 (374955)_damaging,damaging,5
NECAP2 (55707)_damaging,damaging,0
CROCCP3 (114819)_damaging,damaging,0
NBPF1 (55672)_damaging,damaging,0
CROCCP2 (84809)_damaging,damaging,0
CROCC (9696)_damaging,damaging,5
MFAP2 (4237)_damaging,damaging,0
ATP13A2 (23400)_damaging,damaging,8
SDHB (6390)_damaging,damaging,5
PADI2 (11240)_damaging,damaging,2
PADI1 (29943)_damaging,damaging,4
PADI3 (51702)_damaging,damaging,7
PADI4 (23569)_damaging,damaging,3
PADI6 (353238)_damaging,damaging,8
RCC2 (55920)_damaging,damaging,7
ARHGEF10L (55160)_damaging,damaging,9
ACTL8 (81569)_damaging,damaging,0
IGSF21 (84966)_damaging,damaging,8
KLHDC7A (127707)_damaging,damaging,4
PAX7 (5081)_damaging,damaging,6
TAS1R2 (80834)_damaging,damaging,3
ALDH4A1 (8659)_damaging,damaging,1
IFFO2 (126917)_damaging,damaging,2
UBR4 (23352)_damaging,damaging,21
EMC1 (23065)_damaging,damaging,4
AKR7L (246181)_damaging,damaging,1
AKR7A3 (22977)_damaging,damaging,3
AKR7A2 (8574)_damaging,damaging,0
SLC66A1 (54896)_damaging,damaging,0
CAPZB (832)_damaging,damaging,2
MICOS10 (440574)_damaging,damaging,1
NBL1 (4681)_damaging,damaging,1
HTR6 (3362)_damaging,damaging,3
TMCO4 (255104)_damaging,damaging,3
RNF186 (54546)_damaging,damaging,2
OTUD3 (23252)_damaging,damaging,5
PLA2G2E (30814)_damaging,damaging,1
PLA2G5 (5322)_damaging,damaging,1
PLA2G2D (26279)_damaging,damaging,3
PLA2G2C (391013)_damaging,damaging,0
UBXN10 (127733)_damaging,damaging,2
VWA5B1 (127731)_damaging,damaging,11
LINC01141 (339505)_damaging,damaging,1
MUL1 (79594)_damaging,damaging,1
FAM43B (163933)_damaging,damaging,1
CDA (978)_damaging,damaging,1
PINK1 (65018)_damaging,damaging,0
DDOST (1650)_damaging,damaging,1
KIF17 (57576)_damaging,damaging,4
SH2D5 (400745)_damaging,damaging,0
HP1BP3 (50809)_damaging,damaging,5
EIF4G3 (8672)_damaging,damaging,11
ECE1 (1889)_damaging,damaging,1
ALPL (249)_damaging,damaging,1
RAP1GAP (5909)_damaging,damaging,3
USP48 (84196)_damaging,damaging,3
LDLRAD2 (401944)_damaging,damaging,1
HSPG2 (3339)_damaging,damaging,27
CELA3B (23436)_damaging,damaging,0
CELA3A (10136)_damaging,damaging,1
CDC42 (998)_damaging,damaging,0
WNT4 (54361)_damaging,damaging,0
ZBTB40 (9923)_damaging,damaging,3
EPHA8 (2046)_damaging,damaging,8
C1QA (712)_damaging,damaging,3
C1QC (714)_damaging,damaging,2
C1QB (713)_damaging,damaging,0
EPHB2 (2048)_damaging,damaging,7
LACTBL1 (646262)_damaging,damaging,1
KDM1A (23028)_damaging,damaging,6
LUZP1 (7798)_damaging,damaging,14
HTR1D (3352)_damaging,damaging,1
HNRNPR (10236)_damaging,damaging,5
ZNF436 (80818)_damaging,damaging,3
TCEA3 (6920)_damaging,damaging,2
ASAP3 (55616)_damaging,damaging,4
E2F2 (1870)_damaging,damaging,6
ID3 (3399)_damaging,damaging,18
MDS2 (259283)_damaging,damaging,2
RPL11 (6135)_damaging,damaging,3
ELOA (6924)_damaging,damaging,20
PITHD1 (57095)_damaging,damaging,2
LYPLA2 (11313)_damaging,damaging,2
GALE (2582)_damaging,damaging,1
HMGCL (3155)_damaging,damaging,0
FUCA1 (2517)_damaging,damaging,7
CNR2 (1269)_damaging,damaging,3
SRSF10 (10772)_damaging,damaging,3
MYOM3 (127294)_damaging,damaging,7
IL22RA1 (58985)_damaging,damaging,4
IFNLR1 (163702)_damaging,damaging,3
GRHL3 (57822)_damaging,damaging,2
STPG1 (90529)_damaging,damaging,1
NIPAL3 (57185)_damaging,damaging,6
RCAN3 (11123)_damaging,damaging,3
NCMAP (400746)_damaging,damaging,0
SRRM1 (10250)_damaging,damaging,4
CLIC4 (25932)_damaging,damaging,3
RUNX3 (864)_damaging,damaging,2
SYF2 (25949)_damaging,damaging,5
RSRP1 (57035)_damaging,damaging,2
TMEM50A (23585)_damaging,damaging,2
MACO1 (55219)_damaging,damaging,2
LDLRAP1 (26119)_damaging,damaging,2
MAN1C1 (57134)_damaging,damaging,6
SELENON (57190)_damaging,damaging,6
MTFR1L (56181)_damaging,damaging,1
AUNIP (79000)_damaging,damaging,0
PAQR7 (164091)_damaging,damaging,1
STMN1 (3925)_damaging,damaging,2
PAFAH2 (5051)_damaging,damaging,2
EXTL1 (2134)_damaging,damaging,1
SLC30A2 (7780)_damaging,damaging,2
TRIM63 (84676)_damaging,damaging,2
PDIK1L (149420)_damaging,damaging,0
FAM110D (79927)_damaging,damaging,3
C1orf232 (110806296)_damaging,damaging,1
ZNF593 (51042)_damaging,damaging,0
ZNF593OS (118568799)_damaging,damaging,1
CNKSR1 (10256)_damaging,damaging,7
CATSPER4 (378807)_damaging,damaging,2
ZPLD2P (101928303)_damaging,damaging,1
CEP85 (64793)_damaging,damaging,6
SH3BGRL3 (83442)_damaging,damaging,0
UBXN11 (91544)_damaging,damaging,5
CD52 (1043)_damaging,damaging,1
CRYBG2 (55057)_damaging,damaging,9
ZNF683 (257101)_damaging,damaging,8
LIN28A (79727)_damaging,damaging,3
DHDDS (79947)_damaging,damaging,2
HMGN2 (3151)_damaging,damaging,1
RPS6KA1 (6195)_damaging,damaging,4
ARID1A (8289)_damaging,damaging,121
PIGV (55650)_damaging,damaging,1
ZDHHC18 (84243)_damaging,damaging,1
SFN (2810)_damaging,damaging,0
GPN2 (54707)_damaging,damaging,0
GPATCH3 (63906)_damaging,damaging,2
NR0B2 (8431)_damaging,damaging,0
KDF1 (126695)_damaging,damaging,5
TRNP1 (388610)_damaging,damaging,1
TENT5B (115572)_damaging,damaging,3
SLC9A1 (6548)_damaging,damaging,1
WDTC1 (23038)_damaging,damaging,20
SYTL1 (84958)_damaging,damaging,4
MAP3K6 (9064)_damaging,damaging,9
FCN3 (8547)_damaging,damaging,2
GPR3 (2827)_damaging,damaging,1
WASF2 (10163)_damaging,damaging,4
AHDC1 (27245)_damaging,damaging,12
FGR (2268)_damaging,damaging,6
FAM76A (199870)_damaging,damaging,3
STX12 (23673)_damaging,damaging,2
PPP1R8 (5511)_damaging,damaging,1
THEMIS2 (9473)_damaging,damaging,8
SMPDL3B (27293)_damaging,damaging,1
XKR8 (55113)_damaging,damaging,0
EYA3 (2140)_damaging,damaging,6
PTAFR (5724)_damaging,damaging,0
DNAJC8 (22826)_damaging,damaging,3
ATP5IF1 (93974)_damaging,damaging,4
SESN2 (83667)_damaging,damaging,4
MED18 (54797)_damaging,damaging,1
PHACTR4 (65979)_damaging,damaging,5
RCC1 (1104)_damaging,damaging,4
TRNAU1AP (54952)_damaging,damaging,1
RAB42 (115273)_damaging,damaging,3
TAF12 (6883)_damaging,damaging,1
GMEB1 (10691)_damaging,damaging,0
YTHDF2 (51441)_damaging,damaging,2
OPRD1 (4985)_damaging,damaging,2
EPB41 (2035)_damaging,damaging,10
TMEM200B (399474)_damaging,damaging,1
SRSF4 (6429)_damaging,damaging,2
MECR (51102)_damaging,damaging,3
PTPRU (10076)_damaging,damaging,12
MATN1 (4146)_damaging,damaging,0
LAPTM5 (7805)_damaging,damaging,4
SDC3 (9672)_damaging,damaging,5
PUM1 (9698)_damaging,damaging,9
NKAIN1 (79570)_damaging,damaging,1
SNRNP40 (9410)_damaging,damaging,1
ZCCHC17 (51538)_damaging,damaging,1
FABP3 (2170)_damaging,damaging,2
SERINC2 (347735)_damaging,damaging,3
LDC1P (Unknown)_damaging,damaging,1
LINC01226 (284551)_damaging,damaging,1
TINAGL1 (64129)_damaging,damaging,6
HCRTR1 (3061)_damaging,damaging,1
PEF1 (553115)_damaging,damaging,1
COL16A1 (1307)_damaging,damaging,16
ADGRB2 (576)_damaging,damaging,8
SPOCD1 (90853)_damaging,damaging,11
PTP4A2 (8073)_damaging,damaging,1
KHDRBS1 (10657)_damaging,damaging,2
TMEM39B (55116)_damaging,damaging,2
KPNA6 (23633)_damaging,damaging,3
TXLNA (200081)_damaging,damaging,2
CCDC28B (79140)_damaging,damaging,2
IQCC (55721)_damaging,damaging,4
DCDC2B (149069)_damaging,damaging,8
TMEM234 (56063)_damaging,damaging,0
EIF3I (8668)_damaging,damaging,5
FAM167B (84734)_damaging,damaging,0
LCK (3932)_damaging,damaging,4
HDAC1 (3065)_damaging,damaging,0
MARCKSL1 (65108)_damaging,damaging,4
FAM229A (100128071)_damaging,damaging,2
TSSK3 (81629)_damaging,damaging,1
BSDC1 (55108)_damaging,damaging,3
ZBTB8B (728116)_damaging,damaging,4
ZBTB8A (653121)_damaging,damaging,2
ZBTB8OS (339487)_damaging,damaging,1
RBBP4 (5928)_damaging,damaging,3
SYNC (81493)_damaging,damaging,1
NHSL3 (57648)_damaging,damaging,8
YARS1 (8565)_damaging,damaging,6
S100PBP (64766)_damaging,damaging,1
FNDC5 (252995)_damaging,damaging,2
HPCA (3208)_damaging,damaging,0
TMEM54 (113452)_damaging,damaging,1
RNF19B (127544)_damaging,damaging,2
AK2 (204)_damaging,damaging,4
AZIN2 (113451)_damaging,damaging,1
TRIM62 (55223)_damaging,damaging,3
ZNF362 (149076)_damaging,damaging,3
A3GALT2 (127550)_damaging,damaging,1
PHC2 (1912)_damaging,damaging,3
ZSCAN20 (7579)_damaging,damaging,2
CSMD2 (114784)_damaging,damaging,27
HMGB4 (127540)_damaging,damaging,2
C1orf94 (84970)_damaging,damaging,7
SMIM12 (113444)_damaging,damaging,0
GJB5 (2709)_damaging,damaging,2
GJB4 (127534)_damaging,damaging,1
GJB3 (2707)_damaging,damaging,3
GJA4 (2701)_damaging,damaging,2
DLGAP3 (58512)_damaging,damaging,6
TMEM35B (100506144)_damaging,damaging,1
ZMYM6 (9204)_damaging,damaging,11
ZMYM1 (79830)_damaging,damaging,13
SFPQ (6421)_damaging,damaging,1
ZMYM4 (9202)_damaging,damaging,14
KIAA0319L (79932)_damaging,damaging,6
NCDN (23154)_damaging,damaging,8
TFAP2E (339488)_damaging,damaging,6
PSMB2 (5690)_damaging,damaging,3
C1orf216 (127703)_damaging,damaging,2
CLSPN (63967)_damaging,damaging,12
AGO4 (192670)_damaging,damaging,8
AGO1 (26523)_damaging,damaging,16
AGO3 (192669)_damaging,damaging,6
TEKT2 (27285)_damaging,damaging,6
ADPRS (54936)_damaging,damaging,1
COL8A2 (1296)_damaging,damaging,10
TRAPPC3 (27095)_damaging,damaging,2
MAP7D1 (55700)_damaging,damaging,17
THRAP3 (9967)_damaging,damaging,7
STK40 (83931)_damaging,damaging,3
LSM10 (84967)_damaging,damaging,1
OSCP1 (127700)_damaging,damaging,0
MRPS15 (64960)_damaging,damaging,4
CSF3R (1441)_damaging,damaging,5
GRIK3 (2899)_damaging,damaging,8
ZC3H12A (80149)_damaging,damaging,4
MEAF6 (64769)_damaging,damaging,3
SNIP1 (79753)_damaging,damaging,3
DNALI1 (7802)_damaging,damaging,1
GNL2 (29889)_damaging,damaging,6
AIRIM (54955)_damaging,damaging,2
CDCA8 (55143)_damaging,damaging,5
EPHA10 (284656)_damaging,damaging,8
MANEAL (149175)_damaging,damaging,3
YRDC (79693)_damaging,damaging,3
C1orf122 (127687)_damaging,damaging,2
MTF1 (4520)_damaging,damaging,6
INPP5B (3633)_damaging,damaging,6
SF3A3 (10946)_damaging,damaging,2
FHL3 (2275)_damaging,damaging,2
UTP11 (51118)_damaging,damaging,3
POU3F1 (5453)_damaging,damaging,1
RRAGC (64121)_damaging,damaging,1
MYCBP (26292)_damaging,damaging,0
GJA9 (81025)_damaging,damaging,4
RHBDL2 (54933)_damaging,damaging,0
EIF1P2 (100288425)_damaging,damaging,1
AKIRIN1 (79647)_damaging,damaging,3
NDUFS5 (4725)_damaging,damaging,0
MACF1 (23499)_damaging,damaging,38
BMP8A (353500)_damaging,damaging,1
PABPC4 (8761)_damaging,damaging,9
HEYL (26508)_damaging,damaging,5
NT5C1A (84618)_damaging,damaging,4
HPCAL4 (51440)_damaging,damaging,0
PPIE (10450)_damaging,damaging,1
BMP8B (656)_damaging,damaging,1
TRIT1 (54802)_damaging,damaging,2
MYCL (4610)_damaging,damaging,1
MFSD2A (84879)_damaging,damaging,1
CAP1 (10487)_damaging,damaging,2
PPT1 (5538)_damaging,damaging,3
RLF (6018)_damaging,damaging,10
TMCO2 (127391)_damaging,damaging,2
ZMPSTE24 (10269)_damaging,damaging,6
COL9A2 (1298)_damaging,damaging,7
SMAP2 (64744)_damaging,damaging,7
ZFP69B (65243)_damaging,damaging,4
ZFP69 (339559)_damaging,damaging,2
EXO5 (64789)_damaging,damaging,2
ZNF684 (127396)_damaging,damaging,0
RIMS3 (9783)_damaging,damaging,0
NFYC (4802)_damaging,damaging,2
KCNQ4 (9132)_damaging,damaging,2
CITED4 (163732)_damaging,damaging,0
CTPS1 (1503)_damaging,damaging,6
SLFNL1 (200172)_damaging,damaging,2
SCMH1 (22955)_damaging,damaging,2
FOXO6 (100132074)_damaging,damaging,2
HIVEP3 (59269)_damaging,damaging,13
GUCA2B (2981)_damaging,damaging,1
GUCA2A (2980)_damaging,damaging,1
FOXJ3 (22887)_damaging,damaging,7
RIMKLA (284716)_damaging,damaging,4
ZMYND12 (84217)_damaging,damaging,0
PPCS (79717)_damaging,damaging,3
CCDC30 (728621)_damaging,damaging,5
YBX1 (4904)_damaging,damaging,1
P3H1 (64175)_damaging,damaging,6
C1orf50 (79078)_damaging,damaging,2
TMEM269 (100129924)_damaging,damaging,1
ERMAP (114625)_damaging,damaging,1
ZNF691 (51058)_damaging,damaging,0
SLC2A1 (6513)_damaging,damaging,4
CFAP144 (440585)_damaging,damaging,1
EBNA1BP2 (10969)_damaging,damaging,1
CFAP57 (149465)_damaging,damaging,6
TMEM125 (128218)_damaging,damaging,2
TIE1 (7075)_damaging,damaging,15
MPL (4352)_damaging,damaging,11
CDC20 (991)_damaging,damaging,3
ELOVL1 (64834)_damaging,damaging,1
MED8 (112950)_damaging,damaging,3
SZT2 (23334)_damaging,damaging,21
HYI (81888)_damaging,damaging,2
PTPRF (5792)_damaging,damaging,9
KDM4A (9682)_damaging,damaging,5
ST3GAL3 (6487)_damaging,damaging,2
ARTN (9048)_damaging,damaging,0
IPO13 (9670)_damaging,damaging,2
ATP6V0B (533)_damaging,damaging,1
B4GALT2 (8704)_damaging,damaging,3
CCDC24 (149473)_damaging,damaging,3
SLC6A9 (6536)_damaging,damaging,5
KLF17 (128209)_damaging,damaging,3
KLF18 (105378952)_damaging,damaging,4
DMAP1 (55929)_damaging,damaging,1
ERI3 (79033)_damaging,damaging,5
RNF220 (55182)_damaging,damaging,4
TMEM53 (79639)_damaging,damaging,0
ARMH1 (339541)_damaging,damaging,5
KIF2C (11004)_damaging,damaging,5
RPS8 (6202)_damaging,damaging,0
BEST4 (266675)_damaging,damaging,1
PLK3 (1263)_damaging,damaging,9
DYNLT4 (343521)_damaging,damaging,1
BTBD19 (149478)_damaging,damaging,6
PTCH2 (8643)_damaging,damaging,11
EIF2B3 (8891)_damaging,damaging,2
HECTD3 (79654)_damaging,damaging,4
UROD (7389)_damaging,damaging,1
ZSWIM5 (57643)_damaging,damaging,11
HPDL (84842)_damaging,damaging,1
MUTYH (4595)_damaging,damaging,18
TOE1 (114034)_damaging,damaging,2
TESK2 (10420)_damaging,damaging,4
MMACHC (25974)_damaging,damaging,2
PRDX1 (5052)_damaging,damaging,2
AKR1A1 (10327)_damaging,damaging,4
NASP (4678)_damaging,damaging,10
CCDC17 (149483)_damaging,damaging,5
GPBP1L1 (60313)_damaging,damaging,2
TMEM69 (51249)_damaging,damaging,0
IPP (3652)_damaging,damaging,2
MAST2 (23139)_damaging,damaging,17
PIK3R3 (8503)_damaging,damaging,12
P3R3URF (110117498)_damaging,damaging,1
TSPAN1 (10103)_damaging,damaging,2
POMGNT1 (55624)_damaging,damaging,6
RAD54L (8438)_damaging,damaging,2
LRRC41 (10489)_damaging,damaging,2
UQCRH (7388)_damaging,damaging,3
NSUN4 (387338)_damaging,damaging,3
FAAH (2166)_damaging,damaging,15
DMBX1 (127343)_damaging,damaging,2
TMEM275 (105378696)_damaging,damaging,1
KNCN (148930)_damaging,damaging,1
MKNK1 (8569)_damaging,damaging,3
MOB3C (148932)_damaging,damaging,1
ATPAF1 (64756)_damaging,damaging,0
TEX38 (374973)_damaging,damaging,0
EFCAB14 (9813)_damaging,damaging,5
CYP4B1 (1580)_damaging,damaging,7
CYP4A11 (1579)_damaging,damaging,3
CYP4X1 (260293)_damaging,damaging,1
CYP4Z1 (199974)_damaging,damaging,5
CYP4A22 (284541)_damaging,damaging,6
PDZK1IP1 (10158)_damaging,damaging,2
TAL1 (6886)_damaging,damaging,17
STIL (6491)_damaging,damaging,5
CMPK1 (51727)_damaging,damaging,2
FOXE3 (2301)_damaging,damaging,0
FOXD2 (2306)_damaging,damaging,1
ATP6V0E1P4 (100874504)_damaging,damaging,1
LINC01738 (107984953)_damaging,damaging,0
TRABD2B (388630)_damaging,damaging,2
LINC02794 (105379778)_damaging,damaging,0
SKINT1L (391037)_damaging,damaging,0
SLC5A9 (200010)_damaging,damaging,3
SPATA6 (54558)_damaging,damaging,4
AGBL4 (84871)_damaging,damaging,6
BEND5 (79656)_damaging,damaging,4
ELAVL4 (1996)_damaging,damaging,4
LINC02808 (105378712)_damaging,damaging,2
DMRTA2 (63950)_damaging,damaging,3
FAF1 (11124)_damaging,damaging,4
CDKN2C (1031)_damaging,damaging,4
C1orf185 (284546)_damaging,damaging,2
RNF11 (26994)_damaging,damaging,0
TTC39A (22996)_damaging,damaging,4
EPS15 (2060)_damaging,damaging,7
CALR4P (441884)_damaging,damaging,1
EPS15-AS1 (105378720)_damaging,damaging,1
OSBPL9 (114883)_damaging,damaging,2
NRDC (4898)_damaging,damaging,9
TXNDC12 (51060)_damaging,damaging,0
KTI12 (112970)_damaging,damaging,1
BTF3L4 (91408)_damaging,damaging,1
ZFYVE9 (9372)_damaging,damaging,8
CC2D1B (200014)_damaging,damaging,6
ORC1 (4998)_damaging,damaging,3
PRPF38A (84950)_damaging,damaging,2
TUT4 (23318)_damaging,damaging,11
GPX7 (2882)_damaging,damaging,1
SHISAL2A (348378)_damaging,damaging,0
ZYG11B (79699)_damaging,damaging,4
ZYG11A (440590)_damaging,damaging,3
ECHDC2 (55268)_damaging,damaging,3
SCP2 (6342)_damaging,damaging,3
PODN (127435)_damaging,damaging,4
SLC1A7 (6512)_damaging,damaging,4
CPT2 (1376)_damaging,damaging,1
CZIB (54987)_damaging,damaging,4
MAGOH (4116)_damaging,damaging,0
LRP8 (7804)_damaging,damaging,1
DMRTB1 (63948)_damaging,damaging,5
GLIS1 (148979)_damaging,damaging,9
NDC1 (55706)_damaging,damaging,5
YIPF1 (54432)_damaging,damaging,0
DIO1 (1733)_damaging,damaging,3
LRRC42 (115353)_damaging,damaging,2
LDLRAD1 (388633)_damaging,damaging,0
TMEM59 (9528)_damaging,damaging,3
TCEANC2 (127428)_damaging,damaging,3
CDCP2 (200008)_damaging,damaging,6
CYB5RL (606495)_damaging,damaging,0
MRPL37 (51253)_damaging,damaging,2
SSBP3 (23648)_damaging,damaging,2
ACOT11 (26027)_damaging,damaging,7
FAM151A (338094)_damaging,damaging,4
MROH7 (374977)_damaging,damaging,7
TTC4 (7268)_damaging,damaging,1
PARS2 (25973)_damaging,damaging,2
TTC22 (55001)_damaging,damaging,8
CIMAP2 (163747)_damaging,damaging,4
DHCR24 (1718)_damaging,damaging,1
TMEM61 (199964)_damaging,damaging,1
BSND (7809)_damaging,damaging,3
PCSK9 (255738)_damaging,damaging,3
USP24 (23358)_damaging,damaging,7
LINC01755 (105378738)_damaging,damaging,1
LINC01753 (105378739)_damaging,damaging,1
PLPP3 (8613)_damaging,damaging,3
PRKAA2 (5563)_damaging,damaging,7
FYB2 (199920)_damaging,damaging,13
C8A (731)_damaging,damaging,2
C8B (732)_damaging,damaging,8
DAB1 (1600)_damaging,damaging,3
OMA1 (115209)_damaging,damaging,2
TACSTD2 (4070)_damaging,damaging,0
MYSM1 (114803)_damaging,damaging,7
JUN (3725)_damaging,damaging,2
FGGY (55277)_damaging,damaging,3
HOOK1 (51361)_damaging,damaging,3
CYP2J2 (1573)_damaging,damaging,1
C1orf87 (127795)_damaging,damaging,7
NFIA-AS2 (100996570)_damaging,damaging,0
NFIA (4774)_damaging,damaging,17
TM2D1 (83941)_damaging,damaging,1
PATJ (10207)_damaging,damaging,12
L1TD1 (54596)_damaging,damaging,8
KANK4 (163782)_damaging,damaging,6
USP1 (7398)_damaging,damaging,7
DOCK7 (85440)_damaging,damaging,17
ANGPTL3 (27329)_damaging,damaging,5
ATG4C (84938)_damaging,damaging,4
LINC00466 (199899)_damaging,damaging,0
FOXD3 (27022)_damaging,damaging,3
ALG6 (29929)_damaging,damaging,3
ITGB3BP (23421)_damaging,damaging,1
EFCAB7 (84455)_damaging,damaging,11
PGM1 (5236)_damaging,damaging,3
ROR1 (4919)_damaging,damaging,5
UBE2U (148581)_damaging,damaging,2
CACHD1 (57685)_damaging,damaging,7
RAVER2 (55225)_damaging,damaging,4
JAK1 (3716)_damaging,damaging,14
LINC01359 (101927084)_damaging,damaging,3
AK4 (205)_damaging,damaging,3
DNAJC6 (9829)_damaging,damaging,10
LEPR (3953)_damaging,damaging,15
PDE4B (5142)_damaging,damaging,6
SGIP1 (84251)_damaging,damaging,6
DYNLT5 (200132)_damaging,damaging,1
DNAI4 (79819)_damaging,damaging,9
MIER1 (57708)_damaging,damaging,1
SLC35D1 (23169)_damaging,damaging,1
C1orf141 (400757)_damaging,damaging,4
IL23R (149233)_damaging,damaging,9
IL12RB2 (3595)_damaging,damaging,4
SERBP1 (26135)_damaging,damaging,2
LINC01702 (102724481)_damaging,damaging,1
GADD45A (1647)_damaging,damaging,1
GNG12 (55970)_damaging,damaging,4
DIRAS3 (9077)_damaging,damaging,1
GNG12-AS1 (100289178)_damaging,damaging,2
WLS (79971)_damaging,damaging,3
RPE65 (6121)_damaging,damaging,8
DEPDC1 (55635)_damaging,damaging,6
LINC02791 (105378786)_damaging,damaging,0
LRRC7 (57554)_damaging,damaging,25
LRRC40 (55631)_damaging,damaging,2
SRSF11 (9295)_damaging,damaging,1
ANKRD13C (81573)_damaging,damaging,2
CTH (1491)_damaging,damaging,1
PTGER3 (5733)_damaging,damaging,1
