roc_auc,pr_auc,balanced_accuracy,sensitivity,specificity,f1,brier,n_test,positive_rate,threshold,fold,panel_size,target,model
0.7142050587172539,0.7309813624462907,0.6376844323998796,0.6951219512195121,0.5802469135802469,0.6589595375722543,0.2150348665726137,326,0.5030674846625767,0.476,3,all,loh,logistic_l1
0.6738745859680818,0.657211458825861,0.6352755194218609,0.5853658536585366,0.6851851851851852,0.617363344051447,0.22823111814793764,326,0.5030674846625767,0.504,3,5,loh,logistic_l1
0.7103658536585364,0.7134646374751508,0.650782896717856,0.573170731707317,0.7283950617283951,0.6225165562913907,0.21621498118319696,326,0.5030674846625767,0.526,3,10,loh,logistic_l1
0.712059620596206,0.7235724828096805,0.6435937970490816,0.7378048780487805,0.5493827160493827,0.6759776536312849,0.21442287376994004,326,0.5030674846625767,0.461,3,20,loh,logistic_l1
0.7004290876242096,0.7191883693196717,0.6350120445648901,0.6280487804878049,0.6419753086419753,0.6338461538461538,0.21961114084096794,326,0.5030674846625767,0.503,3,30,loh,logistic_l1
0.6394294102149122,0.5821811549511772,0.6165644171779141,0.6809815950920245,0.5521472392638037,0.6397694524495677,0.24160693170151484,326,0.5,0.487,4,all,loh,logistic_l1
0.5867364221461101,0.540706794809368,0.5920245398773006,0.6932515337423313,0.49079754601226994,0.6295264623955432,0.26181514584902815,326,0.5,0.447,4,5,loh,logistic_l1
0.6180887500470473,0.569079773804553,0.6012269938650306,0.6932515337423313,0.50920245398773,0.6348314606741573,0.25274699323211697,326,0.5,0.465,4,10,loh,logistic_l1
0.6257292333170236,0.572970910523656,0.5828220858895705,0.6073619631901841,0.558282208588957,0.592814371257485,0.25110678889444077,326,0.5,0.508,4,20,loh,logistic_l1
0.646580601452821,0.5880258771667122,0.6196319018404908,0.7791411042944786,0.4601226993865031,0.671957671957672,0.2449890171607078,326,0.5,0.428,4,30,loh,logistic_l1
0.7895560497487851,0.8778441912100241,0.7024339016555473,0.5539906103286385,0.8508771929824561,0.6781609195402298,0.18374235219942542,327,0.6513761467889908,0.646,0,all,wgd,random_forest
0.7453669384729429,0.8481058021798594,0.6834074623177663,0.7089201877934272,0.6578947368421053,0.749379652605459,0.20174767121905707,327,0.6513761467889908,0.512,0,5,wgd,random_forest
0.7685116547236637,0.8550389600096815,0.6843958487768718,0.6056338028169014,0.7631578947368421,0.6991869918699187,0.18820270334057945,327,0.6513761467889908,0.599,0,10,wgd,random_forest
0.7683469236471461,0.8632358655878547,0.6718556955769706,0.6244131455399061,0.7192982456140351,0.7037037037037037,0.18773103346445133,327,0.6513761467889908,0.582,0,20,wgd,random_forest
0.7804546577711885,0.8685170904925605,0.6831603657029899,0.568075117370892,0.7982456140350878,0.6778711484593838,0.1797542385321101,327,0.6513761467889908,0.686,0,30,wgd,random_forest
0.7793427230046949,0.8572988356985742,0.7265985292284682,0.647887323943662,0.8053097345132744,0.739946380697051,0.1858068591261542,326,0.6533742331288344,0.6,1,all,wgd,random_forest
0.7224230337778885,0.8201879303554385,0.6440649798495991,0.6244131455399061,0.6637168141592921,0.6927083333333334,0.2019560249578539,326,0.6533742331288344,0.573,1,5,wgd,random_forest
0.7385018073040011,0.8325989561063225,0.6785491711329926,0.7464788732394366,0.6106194690265486,0.7644230769230769,0.1931834807617456,326,0.6533742331288344,0.553,1,10,wgd,random_forest
