roc_auc,pr_auc,balanced_accuracy,sensitivity,specificity,f1,brier,n_test,positive_rate,threshold,fold,model,target,scheme,best_params,n_train,n_features_kept,held_out_lineage
0.5491071428571428,0.9195358399686351,0.44642857142857145,0.6428571428571429,0.25,0.7346938775510204,0.2137435118036885,32,0.875,0.511,0,elastic_net,wgd,lolo,"{'clf__C': 0.05, 'clf__l1_ratio': 0.7}",1546,1936,Biliary Tract
0.59375,0.970446794644831,0.4375,0.875,0.0,0.9032258064516129,0.15341843519158893,34,0.9411764705882353,0.472,1,elastic_net,wgd,lolo,"{'clf__C': 0.05, 'clf__l1_ratio': 0.7}",1544,1913,Bladder/Urinary Tract
0.6691558441558442,0.6816951037307576,0.6324675324675324,0.6363636363636364,0.6285714285714286,0.6588235294117647,0.23009924596832262,79,0.5569620253164557,0.486,2,elastic_net,wgd,lolo,"{'clf__C': 0.05, 'clf__l1_ratio': 0.7}",1499,1917,Bone
0.6172839506172839,0.7981544562579421,0.6018518518518519,0.8703703703703703,0.3333333333333333,0.8468468468468469,0.17629349838382333,69,0.782608695652174,0.533,3,elastic_net,wgd,lolo,"{'clf__C': 0.05, 'clf__l1_ratio': 0.7}",1509,1431,Bowel
0.6588235294117647,0.9398024598592737,0.6627450980392157,0.7254901960784313,0.6,0.8222222222222222,0.21839948318605357,56,0.9107142857142857,0.47,4,elastic_net,wgd,lolo,"{'clf__C': 0.05, 'clf__l1_ratio': 0.7}",1522,1889,Breast
0.7907845579078455,0.9221143863722611,0.740348692403487,0.7534246575342466,0.7272727272727273,0.8208955223880597,0.17979138019594437,95,0.7684210526315789,0.499,5,elastic_net,wgd,lolo,"{'clf__C': 0.05, 'clf__l1_ratio': 0.7}",1483,1894,CNS/Brain
0.46875,0.6555117144852052,0.46875,0.4375,0.5,0.5185185185185185,0.31992015875285396,24,0.6666666666666666,0.441,6,elastic_net,wgd,lolo,"{'clf__C': 0.05, 'clf__l1_ratio': 0.7}",1554,1910,Cervix
0.7045454545454546,0.9372344568471664,0.6818181818181819,0.8636363636363636,0.5,0.890625,0.1707211139977968,76,0.868421052631579,0.48,7,elastic_net,wgd,lolo,"{'clf__C': 0.05, 'clf__l1_ratio': 0.7}",1502,1801,Esophagus/Stomach
0.3140495867768595,0.409939686216776,0.45454545454545453,0.0,0.9090909090909091,0.0,0.3368890318264052,22,0.5,0.5,8,elastic_net,wgd,lolo,"{'clf__C': 0.05, 'clf__l1_ratio': 0.7}",1556,1950,Eye
0.853448275862069,0.5909090909090909,0.7155172413793103,0.5,0.9310344827586207,0.4,0.14051976936224067,31,0.06451612903225806,0.504,9,elastic_net,wgd,lolo,"{'clf__C': 0.05, 'clf__l1_ratio': 0.7}",1547,1956,Fibroblast
0.7805128205128206,0.901792765797139,0.6846153846153846,0.9692307692307692,0.4,0.9197080291970803,0.13375333594066544,80,0.8125,0.463,10,elastic_net,wgd,lolo,"{'clf__C': 0.05, 'clf__l1_ratio': 0.3}",1498,1867,Head and Neck
0.6041666666666666,0.6277944823853916,0.5080128205128205,0.3076923076923077,0.7083333333333334,0.3902439024390244,0.28589189915552593,50,0.52,0.488,11,elastic_net,wgd,lolo,"{'clf__C': 0.05, 'clf__l1_ratio': 0.3}",1528,1906,Kidney
0.7575757575757576,0.9620586949904029,0.5757575757575758,0.8181818181818182,0.3333333333333333,0.8571428571428571,0.14057904609877922,25,0.88,0.533,12,elastic_net,wgd,lolo,"{'clf__C': 0.05, 'clf__l1_ratio': 0.7}",1553,1926,Liver
0.4492517006802721,0.8897582927175133,0.4828571428571429,0.8228571428571428,0.14285714285714285,0.8545994065281899,0.19611345868025618,196,0.8928571428571429,0.454,13,elastic_net,wgd,lolo,"{'clf__C': 0.05, 'clf__l1_ratio': 0.3}",1382,1438,Lung
0.6235079575596818,0.32980045221744825,0.6217948717948718,0.5769230769230769,0.6666666666666666,0.42857142857142855,0.23524987405571612,226,0.23008849557522124,0.527,14,elastic_net,wgd,lolo,"{'clf__C': 0.05, 'clf__l1_ratio': 0.7}",1352,1457,Lymphoid
0.653921568627451,0.42957243349068397,0.6387254901960784,0.65,0.6274509803921569,0.5,0.22281269529976538,71,0.28169014084507044,0.461,15,elastic_net,wgd,lolo,"{'clf__C': 0.05, 'clf__l1_ratio': 0.7}",1507,1888,Myeloid
0.6491228070175439,0.8483888497641638,0.6469298245614035,0.7105263157894737,0.5833333333333334,0.7714285714285715,0.22934368925804144,50,0.76,0.5,16,elastic_net,wgd,lolo,"{'clf__C': 0.05, 'clf__l1_ratio': 0.7}",1528,1839,Ovary/Fallopian Tube
0.5089285714285714,0.9021265203314198,0.5297619047619048,0.8095238095238095,0.25,0.8607594936708861,0.18797491179265424,46,0.9130434782608695,0.478,17,elastic_net,wgd,lolo,"{'clf__C': 0.05, 'clf__l1_ratio': 0.7}",1532,1923,Pancreas
0.6957013574660633,0.6715484468990206,0.6990950226244343,0.7058823529411765,0.6923076923076923,0.6486486486486487,0.22117823433976536,43,0.3953488372093023,0.511,18,elastic_net,wgd,lolo,"{'clf__C': 0.05, 'clf__l1_ratio': 0.7}",1535,1924,Peripheral Nervous System
0.5685714285714286,0.8511583889069839,0.5685714285714285,0.28,0.8571428571428571,0.42424242424242425,0.3298120062340484,32,0.78125,0.509,19,elastic_net,wgd,lolo,"{'clf__C': 0.05, 'clf__l1_ratio': 0.7}",1546,1944,Pleura
0.5943695479777954,0.8045445622701208,0.6028945281522601,0.6288659793814433,0.5769230769230769,0.7218934911242604,0.23147401480499086,123,0.7886178861788617,0.566,20,elastic_net,wgd,lolo,"{'clf__C': 0.05, 'clf__l1_ratio': 0.3}",1455,1686,Skin
0.7088178294573643,0.8263857646575785,0.6816860465116279,0.4883720930232558,0.875,0.6268656716417911,0.23649034338351746,67,0.6417910447761194,0.515,21,elastic_net,wgd,lolo,"{'clf__C': 0.05, 'clf__l1_ratio': 0.7}",1511,1901,Soft Tissue
0.881578947368421,0.9774094326725902,0.5723684210526316,0.8947368421052632,0.25,0.8717948717948718,0.1302779409825047,23,0.8260869565217391,0.495,22,elastic_net,wgd,lolo,"{'clf__C': 0.05, 'clf__l1_ratio': 0.7}",1555,1938,Thyroid
0.6250000000000001,0.7174451155669186,0.5625,0.625,0.5,0.625,0.2753748560714872,28,0.5714285714285714,0.451,23,elastic_net,wgd,lolo,"{'clf__C': 0.05, 'clf__l1_ratio': 0.7}",1550,1492,Uterus
