gene,sd,has_self_expr,r_mean,r_lineage,r_self,r_enet,gain_over_lineage
EMC6 (83460),0.3106873035430908,True,-0.019342822953436308,0.33653504612899754,0.09870693839513507,0.4277924055049034,0.09125735937590584
EMG1 (10436),0.3960023820400238,True,-0.1442284155696828,0.12934279711997904,-0.12414482928778926,0.31174630329353814,0.1824035061735591
ENO1 (2023),0.40937331318855286,True,-0.08258722556197323,0.23217727959667556,-0.05279730899257779,0.393321746365231,0.16114446676855543
EP300 (2033),0.4844769835472107,True,-0.02824981921355735,0.4538467573166239,0.22677764806577957,0.5032827377914221,0.04943598047479819
EPC1 (80314),0.2518521845340729,True,-0.05899474759439064,0.08280514895894821,-0.05954210667786232,0.11396958694599817,0.03116443798704996
EPC2 (26122),0.31307393312454224,True,-0.06342609820441995,0.15337973485856993,0.10792595565677615,0.3455174798874556,0.1921377450288857
ERAL1 (26284),0.25461849570274353,True,-0.040170211204471236,0.17449757952016676,0.019069382517168845,0.27181915487057157,0.09732157535040481
ERBB2 (2064),0.34308362007141113,True,-0.037375759708133116,0.31377498843416085,0.4622261649683389,0.5051033632734715,0.19132837483931064
ETNK1 (55500),0.3061157763004303,True,-0.11013091498624626,0.3961383337493929,-0.1174798429477721,0.36263069359117417,-0.03350764015821872
EXT1 (2131),0.2902725636959076,True,-0.042167464076270526,0.3237345147186075,0.20928901648120313,0.3808374828305765,0.05710296811196902
EZH2 (2146),0.2611955404281616,True,-0.052583015557324655,0.36930325675054376,0.16862477565741527,0.4620490513812936,0.09274579463074983
FADD (8772),0.2795118987560272,True,-0.011873061588948729,0.20039574375360555,0.22006912968305542,0.32442813475259313,0.12403239099898758
FAM210A (125228),0.25441303849220276,True,-0.07381467199107075,0.0713074814406124,0.15102970329333942,0.3614932955672898,0.29018581412667743
FAM228B (375190),0.27150392532348633,True,-0.1838039400261531,0.20111210686474265,0.11054629782821743,0.1759197669534886,-0.025192339911254052
FAM50A (9130),0.5583634376525879,True,-0.05533116287916464,0.3015055344100159,-0.04130008158797361,0.778336322666595,0.47683078825657915
FAM98B (283742),0.32623952627182007,True,-0.05720785359020023,0.18219820673507972,-0.005190218381071112,0.3576864636043717,0.17548825686929195
FANCM (57697),0.2997511923313141,True,-0.048870794478239804,0.22635687946585875,-0.06335274486570926,0.23048375446563885,0.004126874999780095
FARS2 (10667),0.35652175545692444,True,-0.01554024370347454,0.26504919051958536,0.07104108808668251,0.3635777720855418,0.09852858156595645
FASN (2194),0.3297610580921173,True,-0.07567761373518969,0.2528119284499464,-0.05464792332795692,0.36896980740709023,0.11615787895714386
FASTKD5 (60493),0.2614182233810425,True,-0.06736298137605509,0.22109042913129587,-0.0979453127380475,0.3909310950798746,0.16984066594857875
FAXDC2 (10826),0.26789095997810364,True,-0.05735184157145363,-0.11692399295832372,-0.07897264988359066,-0.027916067778214874,0.08900792518010885
FBXO11 (80204),0.314167857170105,True,-0.052747950996359344,0.33341382666045377,0.041171845979112366,0.4335127588802923,0.10009893221983851
FBXO42 (54455),0.3054772615432739,True,-0.06051895140736124,0.20145311324747528,0.04769815741656803,0.4899163371010054,0.2884632238535301
FBXW11 (23291),0.3322685658931732,True,-0.05427984357021874,0.17327984671024316,-0.028616294755715175,0.4127400200174164,0.23946017330717323
FBXW7 (55294),0.27907875180244446,True,-0.04137791504184895,0.18273708191773777,-0.05985150871646289,0.23552405339840415,0.052786971480666384
FCHO2 (115548),0.261392205953598,True,-0.045283212093584255,0.28098824458447474,0.0722827432613087,0.3709180571222394,0.08992981253776466
FDFT1 (2222),0.29352009296417236,True,-0.05169681298607707,0.2324451758259542,0.24535753473755273,0.4159750150698156,0.1835298392438614
FDX1 (2230),0.2545594871044159,True,-0.03644767411851364,0.23331582521794175,-0.02984582563009614,0.3045540190139579,0.07123819379601615
FERMT2 (10979),0.592764139175415,True,-0.032819205937360006,0.5714792228143336,0.5324083412510802,0.7157278575614702,0.14424863474713656
FGFR1 (2260),0.35843387246131897,True,-0.025877605971908406,0.3693828318407787,0.36493368650770186,0.513512528798636,0.14412969695785727
FIS1 (51024),0.33249926567077637,True,-0.03630167464898655,0.24127467763685845,0.07419014787033613,0.35686501429838047,0.11559033666152202
FKBP1A (2280),0.2679409682750702,True,-0.08556721700847417,0.08448619622021364,-0.04732826325168519,0.11471694943286069,0.030230753212647052
FLI1 (2313),0.250484436750412,True,-0.04364350836215533,0.3904107384279503,0.2938277734380124,0.5602231130477806,0.1698123746198303
FLII (2314),0.2901385426521301,True,-0.05590883673629823,0.26696607653470994,-0.003515818992592793,0.29870139139033136,0.03173531485562142
FOSL1 (8061),0.34530627727508545,True,-0.05754522814266755,0.28185597953651237,0.41324522862765145,0.49898779089629997,0.2171318113597876
FOXA1 (3169),0.3153568208217621,True,-0.07119103078674192,0.3820109102507159,0.40474741128961433,0.6317873632036634,0.24977645295294748
FOXK1 (221937),0.286675363779068,True,-0.02655792003633966,0.22003998030713365,-0.05375017523255405,0.3591264190089907,0.13908643870185708
FOXO3B (2310),0.3380410075187683,True,-0.05400431204200302,0.10365089915641829,-0.02944769677171827,0.08390375610587077,-0.01974714305054752
FOXRED1 (55572),0.27626410126686096,True,-0.06885327178189919,0.06166747257743397,0.0564011123648867,0.24431385716844128,0.18264638459100732
FURIN (5045),0.336836040019989,True,-0.0691254245453764,0.2874734432157213,0.04974939738760329,0.44346393538765727,0.15599049217193595
FZR1 (51343),0.29371193051338196,True,-0.04790208652554299,0.15087647497340145,0.06936580722971004,0.1958689455825071,0.044992470609105634
G6PD (2539),0.274004727602005,True,-0.023817004105641824,0.2507183800686197,0.0759353806486198,0.3319410076721227,0.08122262760350302
